V160001_orig,p_trump,p_clinton,V162062x,V161310x,V162174,V161126,V161158x,V161244,V161267,V161342,V162256,V162125x,V161010d
302434,0.134220265,0.865779735,1,1,1,3,3,2,24,1,2,2,39
302435,0.046620429,0.953379571,1,1,1,2,1,1,80,2,1,2,20
302443,0.897297434,0.102702566,2,1,1,6,6,1,64,1,2,1,20
302445,0.977533114,0.022466886,2,1,1,6,7,1,68,2,1,1,48
302446,0.118608146,0.881391854,-2,5,2,5,4,2,35,1,2,4,6
302447,0.192786483,0.807213517,1,1,1,3,1,1,46,1,1,1,37
302449,0.638888913,0.361111087,-2,1,2,99,4,2,33,1,4,2,55
302450,0.971008878,0.028991122,2,1,1,6,7,1,73,1,1,1,4
302452,0.958655499,0.041344501,1,1,1,6,5,2,70,1,1,1,20
302456,0.01368926,0.98631074,1,5,1,99,1,1,53,2,2,4,34
302459,0.034936671,0.965063329,-9,2,2,99,1,2,37,2,2,4,11
302461,0.080414358,0.919585642,2,1,1,99,2,2,79,2,3,2,6
302462,0.900294569,0.099705431,-2,1,-6,6,7,1,42,2,-6,-6,33
302463,0.806242783,0.193757217,2,1,2,4,5,2,60,1,3,1,26
302465,0.295076792,0.704923208,1,1,1,4,2,2,76,1,3,1,36
302467,0.04024443,0.95975557,1,5,1,99,1,1,70,1,2,1,8
302469,0.960969343,0.039030657,-2,1,-6,6,7,1,66,2,-6,-6,55
302470,0.327877698,0.672122302,2,1,1,5,5,1,72,2,2,2,6
302471,0.658362927,0.341637073,-8,1,1,99,6,1,50,2,4,1,20
302476,0.293099751,0.706900249,-2,5,1,99,5,2,34,2,2,5,9
302477,0.98019098,0.01980902,2,1,1,6,7,1,46,2,1,1,20
302480,0.942501947,0.057498053,2,1,2,6,7,1,68,1,2,2,5
302489,0.010780224,0.989219776,1,2,1,2,1,1,25,2,2,4,39
302491,0.825348667,0.174651333,2,1,2,5,4,1,71,1,3,1,13
302492,0.149142619,0.850857381,1,1,1,4,2,1,37,2,2,1,35
302493,0.51048151,0.48951849,-2,1,1,99,3,1,50,1,2,1,47
302494,0.160031273,0.839968727,3,5,1,99,3,1,37,1,3,1,35
302496,0.200860682,0.799139318,1,4,1,3,2,1,41,2,2,4,47
302498,0.20493792,0.79506208,-2,5,1,99,2,1,20,2,2,7,13
302501,0.314225583,0.685774417,-2,5,1,99,4,2,32,1,2,1,24
302506,0.673524482,0.326475518,2,1,1,5,6,1,59,2,3,1,20
302509,0.086709295,0.913290705,1,1,1,1,3,2,23,1,1,7,16
302513,0.723260564,0.276739436,2,1,1,4,5,2,62,1,1,1,6
302516,0.037804549,0.962195451,1,2,1,99,1,1,41,2,2,3,28
302522,0.006652642,0.993347358,1,1,1,1,3,2,74,2,1,4,6
302526,0.720099733,0.279900267,2,5,1,7,5,2,-9,2,2,4,48
302527,0.967904255,0.032095745,2,1,1,6,7,1,40,1,2,1,17
302529,0.378853478,0.621146522,1,1,1,5,3,1,-9,2,2,1,16
302531,0.975855489,0.024144511,2,1,1,7,7,1,30,2,2,1,47
302532,0.50786714,0.49213286,3,1,1,5,6,2,31,1,3,2,48
302535,0.650960676,0.349039324,-2,1,1,4,5,2,34,1,1,1,9
302539,0.686548428,0.313451572,2,5,1,4,6,1,58,1,2,1,48
302540,0.025880227,0.974119773,1,1,1,2,1,2,68,2,1,2,55
302542,0.418970975,0.581029025,2,1,1,5,6,1,32,1,2,3,17
302543,0.168921928,0.831078072,-2,5,1,99,4,1,-9,1,2,4,6
302545,0.329084288,0.670915712,1,1,2,5,1,1,78,2,1,1,42
302557,0.026492367,0.973507633,1,2,1,4,3,1,45,1,2,1,24
302558,0.224269542,0.775730458,1,1,2,4,3,1,46,2,3,2,47
302559,0.008566788,0.991433212,1,2,1,4,1,1,44,2,2,4,34
302562,0.319764294,0.680235706,1,1,1,3,3,1,25,1,2,1,48
302564,0.032056139,0.967943861,1,1,1,1,3,2,34,2,2,4,28
302566,0.767637053,0.232362947,-2,1,1,1,7,2,67,1,1,1,17
302568,0.178804205,0.821195795,-2,5,-6,99,2,1,59,2,-6,-6,48
302569,0.00191197,0.99808803,1,6,1,1,3,2,28,1,1,4,25
302574,0.189041487,0.810958513,-9,2,1,99,-8,1,55,2,1,2,18
302576,0.393597572,0.606402428,-2,1,2,3,6,2,33,1,2,1,17
302579,0.546976768,0.453023232,-2,5,1,5,6,1,44,1,2,2,48
302580,0.033981282,0.966018718,1,-2,1,3,3,2,-9,2,2,4,36
302581,0.846732214,0.153267786,2,1,1,5,5,2,37,1,2,1,13
302583,0.980449398,0.019550602,2,1,1,7,7,1,68,1,1,1,9
302584,0.92867858,0.07132142,2,1,2,99,7,1,74,2,1,1,17
302585,0.021303819,0.978696181,1,5,1,3,1,1,36,2,2,1,6
302586,0.069499859,0.930500141,-2,1,-6,4,3,2,52,1,-6,-6,34
302587,0.951126773,0.048873227,2,5,1,6,7,2,24,1,2,1,37
302593,0.066694686,0.933305314,4,1,1,5,3,1,33,2,2,1,27
302595,0.05148932,0.94851068,1,1,1,99,1,1,62,1,2,3,17
302602,0.093641214,0.906358786,1,1,1,4,2,1,73,1,1,2,6
302604,0.193619067,0.806380933,1,1,1,3,2,1,18,2,3,2,20
302606,0.057876051,0.942123949,1,1,1,2,1,1,53,2,1,1,55
302610,0.922375967,0.077624033,2,1,1,7,5,2,33,1,1,4,42
302612,0.953707618,0.046292382,-2,1,-6,6,-8,1,61,1,-6,-6,48
302613,0.437484066,0.562515934,2,1,2,99,3,1,79,1,3,1,37
302614,0.079765841,0.920234159,1,1,1,2,1,2,68,2,3,2,33
302615,0.504642873,0.495357127,2,1,1,4,6,1,29,2,2,2,40
302621,0.138240896,0.861759104,-2,1,-6,4,3,1,80,2,-6,-6,17
302626,0.855319834,0.144680166,-2,1,-6,7,7,1,72,2,-6,-6,6
302627,0.425679827,0.574320173,1,1,2,99,2,2,40,2,3,1,26
302629,0.947886085,0.052113915,-2,1,-6,99,5,1,25,1,-6,-6,28
302632,0.840415413,0.159584587,-2,1,2,99,-8,2,46,2,3,1,37
302634,0.111321996,0.888678004,1,2,1,6,1,1,60,-9,2,4,28
302639,0.921825926,0.078174074,2,1,1,4,7,1,49,2,2,1,20
302643,0.594410428,0.405589572,1,1,1,4,5,1,33,2,2,2,33
302645,0.153125426,0.846874574,1,5,1,99,-8,2,38,2,2,4,48
302648,0.036661718,0.963338282,1,2,2,4,3,1,89,2,3,4,25
302651,0.013210484,0.986789516,1,1,1,2,3,2,69,2,2,1,25
302652,0.153680668,0.846319332,-2,1,-6,3,2,2,28,1,-6,-6,25
302653,0.97894192,0.02105808,2,1,1,7,7,1,52,1,3,1,47
302657,0.752749326,0.247250674,2,1,1,5,6,1,45,1,2,2,47
302659,0.620270446,0.379729554,-2,5,-6,99,4,1,19,1,-6,-6,20
302660,0.697287039,0.302712961,4,1,1,5,6,1,44,1,2,1,4
302661,0.970666585,0.029333415,-2,5,-6,99,7,2,32,1,-6,-6,5
302664,0.982041595,0.017958405,-2,1,1,99,7,1,80,1,2,1,47
302665,0.785369439,0.214630561,-2,1,1,99,4,1,56,2,2,1,18
302667,0.011073642,0.988926358,1,1,1,2,2,1,36,2,1,4,8
302669,0.219107162,0.780892838,1,5,1,4,2,2,18,1,2,3,5
302671,0.936495867,0.063504133,2,1,1,6,7,1,71,2,2,1,12
302673,0.130319828,0.869680172,1,5,2,3,4,1,35,2,2,1,8
302675,0.392186601,0.607813399,-2,1,1,3,4,2,29,1,2,2,37
302678,0.136195192,0.863804808,1,2,1,6,1,1,40,1,1,4,48
302679,0.501662981,0.498337019,2,1,1,4,6,1,56,1,2,1,34
302680,0.949256962,0.050743038,-2,1,2,6,7,1,18,1,3,1,22
302684,0.863896405,0.136103595,2,1,1,6,6,1,22,1,2,1,22
302699,0.700266085,0.299733915,2,1,1,6,5,1,66,2,2,1,25
302707,0.944333812,0.055666188,2,1,2,7,5,1,70,2,1,1,47
302709,0.04590247,0.95409753,1,1,1,2,2,2,26,2,3,2,11
302710,0.258500782,0.741499218,3,5,2,99,2,1,55,2,4,1,35
302713,0.563137051,0.436862949,-2,5,2,99,5,1,37,2,4,1,6
302714,0.891924889,0.108075111,2,1,2,6,7,2,54,2,2,1,12
302717,0.829405448,0.170594552,2,1,1,6,7,1,64,2,2,2,35
302719,0.877764303,0.122235697,-2,1,-6,5,7,1,90,2,-6,-6,17
302720,0.527001671,0.472998329,-2,2,2,99,2,2,20,1,4,1,37
302722,0.010678891,0.989321109,1,1,1,2,1,1,49,1,1,2,24
302723,0.959677884,0.040322116,2,6,2,99,7,1,55,1,3,1,47
302724,0.046287456,0.953712544,-2,1,1,4,3,1,20,1,2,2,8
302726,0.92730627,0.07269373,2,1,1,6,5,1,67,1,1,2,16
302730,0.027398639,0.972601361,1,2,1,2,2,1,29,1,4,2,24
302731,0.078623675,0.921376325,-2,1,-6,99,1,2,55,2,-6,-6,33
302733,0.943083131,0.056916869,3,1,1,5,7,2,54,1,3,1,51
302734,0.328904084,0.671095916,-2,2,-6,5,4,1,54,1,-6,-6,36
302736,0.543516453,0.456483547,-2,1,1,99,3,1,38,1,3,1,47
302739,0.733477512,0.266522488,3,1,1,5,6,1,24,1,3,1,51
302741,0.2193133,0.7806867,-9,6,1,4,4,2,53,1,2,1,53
302746,0.904787578,0.095212422,2,1,1,5,7,1,64,2,1,1,35
302751,0.867386749,0.132613251,-2,5,-6,6,4,1,42,1,-6,-6,48
302752,0.271988894,0.728011106,3,1,1,5,3,2,24,1,2,1,13
302754,0.113096863,0.886903137,3,1,1,5,3,1,68,2,2,1,11
302755,0.081172896,0.918827104,3,1,1,2,3,2,45,1,2,2,16
302757,0.617732903,0.382267097,2,1,1,4,6,1,34,2,2,1,16
302760,0.661940222,0.338059778,-2,1,1,99,4,1,37,2,4,1,20
302761,0.052331983,0.947668017,1,2,1,4,1,1,72,2,2,1,37
302764,0.131797826,0.868202174,1,1,1,2,1,1,71,2,2,1,47
302765,0.978940492,0.021059508,2,1,1,7,5,1,75,1,1,1,47
302770,0.921377022,0.078622978,2,1,1,4,5,1,23,1,2,1,18
302771,0.293674599,0.706325401,2,1,2,5,4,2,53,1,2,4,17
302774,0.039294663,0.960705337,1,2,1,2,2,1,56,2,2,2,13
302779,0.003990938,0.996009062,1,5,1,2,1,2,21,2,1,4,6
302781,0.812908074,0.187091926,2,1,1,5,5,2,53,2,2,1,42
302782,0.888307916,0.111692084,-2,1,-6,5,5,1,46,1,-6,-6,22
302785,0.045195025,0.954804975,1,5,1,3,1,2,57,2,2,1,4
302786,0.815138943,0.184861057,2,1,1,6,7,1,24,2,2,2,8
302787,0.041327122,0.958672878,1,1,2,99,1,1,85,1,2,2,25
302790,0.938611172,0.061388828,2,1,2,99,7,1,56,2,4,1,28
302791,0.620142996,0.379857004,2,1,1,5,6,1,38,1,2,1,17
302793,0.074502884,0.925497116,1,2,1,4,2,1,38,2,2,2,48
302795,0.831421663,0.168578337,-2,1,2,99,4,1,30,2,4,1,47
302798,0.71809402,0.28190598,-2,1,2,99,4,2,58,2,3,1,33
302800,0.015758231,0.984241769,1,1,1,1,1,1,41,2,2,1,25
302805,0.02253651,0.97746349,1,2,1,99,1,1,50,1,2,3,51
302806,0.271560294,0.728439706,-2,1,1,3,4,1,31,2,3,2,48
302809,0.022833255,0.977166745,1,1,1,2,1,2,44,2,1,2,37
302810,0.013331324,0.986668676,1,1,1,2,2,2,27,2,3,6,6
302812,0.023836513,0.976163487,-2,2,1,2,4,2,41,2,1,4,11
302813,0.024122889,0.975877111,-2,2,-6,99,1,1,50,2,-6,-6,36
302815,0.762950448,0.237049552,2,1,1,4,4,2,68,1,1,1,22
302816,0.958834485,0.041165515,2,1,1,6,5,1,71,1,2,1,37
302821,0.681694119,0.318305881,2,1,1,99,5,1,67,2,4,1,17
302830,0.066051778,0.933948222,-2,5,1,4,3,2,25,2,3,2,48
302835,0.038242316,0.961757684,1,1,1,3,3,2,38,-9,2,4,12
302836,0.023505996,0.976494004,1,1,1,2,1,2,81,1,1,1,6
302840,0.010281046,0.989718954,1,1,1,2,1,2,64,1,1,4,6
302841,0.143416401,0.856583599,1,6,1,3,-9,1,70,1,2,2,51
302843,0.797608871,0.202391129,2,1,1,6,6,1,68,1,1,2,13
302844,0.033845076,0.966154924,-2,2,-6,99,1,1,29,2,-6,-6,37
302850,0.015864299,0.984135701,1,1,1,1,3,2,59,2,1,1,24
302851,0.822420424,0.177579576,2,1,1,99,6,1,25,1,3,1,39
302852,0.711398072,0.288601928,-2,3,-6,5,6,2,34,1,-6,-6,17
302856,0.014472588,0.985527412,-2,6,-6,1,1,1,52,2,-6,-6,6
302861,0.062440931,0.937559069,3,5,2,5,2,1,48,1,2,4,35
302864,0.532709862,0.467290138,5,1,1,5,6,1,28,1,1,1,25
302865,0.016290132,0.983709868,1,1,1,1,1,1,37,1,2,2,24
302866,0.545245279,0.454754721,2,1,1,3,6,2,50,2,2,1,48
302867,0.620412085,0.379587915,2,1,1,99,6,1,90,2,4,1,20
302871,0.430339911,0.569660089,2,1,1,4,5,1,76,2,2,1,8
302872,0.564398841,0.435601159,-2,3,-6,5,6,1,36,2,-6,-6,17
302873,0.724365534,0.275634466,2,1,1,6,5,1,19,2,2,1,9
302874,0.984829179,0.015170821,2,1,1,6,7,1,61,2,1,1,47
302876,0.052292117,0.947707883,1,1,1,4,1,1,52,2,1,4,11
302877,0.956956049,0.043043951,-2,1,-6,99,5,1,41,1,-6,-6,37
302878,0.927505824,0.072494176,-2,1,2,6,7,1,28,1,2,2,5
302880,0.0108798,0.9891202,1,1,1,2,1,2,66,2,2,6,6
400002,0.666092129,0.333907871,1,1,2,99,4,1,51,1,2,1,6
400004,0.509160517,0.490839483,-2,1,1,99,4,2,26,1,3,4,51
400006,0.669827867,0.330172133,1,1,2,99,6,1,56,1,3,1,6
400007,0.026540717,0.973459283,1,5,1,2,1,2,20,2,3,1,6
400009,0.069285227,0.930714773,2,1,2,99,3,2,26,2,2,2,48
400015,0.131014752,0.868985248,1,1,1,99,1,2,41,1,2,1,37
400016,0.078594453,0.921405547,1,1,1,2,1,2,25,1,1,1,37
400017,0.97407389,0.02592611,2,1,1,6,7,1,60,2,2,1,48
400018,0.057087043,0.942912957,1,1,1,5,1,2,64,2,1,1,8
400021,0.693107025,0.306892975,-2,1,1,99,4,2,49,2,4,1,42
400028,0.035700246,0.964299754,1,2,1,4,2,2,36,2,2,4,32
400033,0.574225861,0.425774139,2,6,2,4,4,1,62,1,2,1,37
400035,0.98224935,0.01775065,2,1,1,6,7,1,59,1,1,1,24
400039,0.944385167,0.055614833,2,1,1,6,5,1,55,2,1,1,48
400041,0.662735583,0.337264417,2,1,1,3,5,1,34,2,2,1,5
400044,0.714063225,0.285936775,2,1,1,5,5,2,59,1,2,4,48
400045,0.032238002,0.967761998,-2,2,-7,99,1,1,34,1,-7,-7,36
400050,0.236974771,0.763025229,-2,1,1,4,1,2,63,2,2,4,54
400052,0.955789702,0.044210298,2,1,1,6,7,1,45,1,2,1,6
400053,0.955957718,0.044042282,-2,6,-6,5,5,1,55,1,-6,-6,37
400054,0.90352291,0.09647709,2,1,1,6,7,1,57,2,3,2,26
400055,0.19057159,0.80942841,1,2,1,99,4,1,21,2,3,2,45
400056,0.214133952,0.785866048,1,1,1,4,3,2,58,1,1,1,39
400059,0.46037627,0.53962373,1,1,1,2,7,2,25,1,2,3,34
400062,0.092570223,0.907429777,-2,1,1,99,1,1,52,2,2,1,13
400075,0.026451656,0.973548344,1,2,1,2,1,1,65,2,1,2,47
400076,0.974558401,0.025441599,2,1,1,6,7,1,57,1,3,1,37
400080,0.915867993,0.084132007,2,1,1,6,5,1,69,1,1,1,6
400086,0.017726602,0.982273398,2,1,1,99,1,2,22,2,2,2,6
400089,0.815041412,0.184958588,2,1,1,5,5,1,54,1,2,1,4
400090,0.056078052,0.943921948,-2,1,1,3,3,1,55,2,2,1,9
400093,0.098532546,0.901467454,1,2,1,4,3,1,46,2,3,1,42
400095,0.321079688,0.678920312,-2,1,-6,4,4,2,46,2,-6,-6,39
400096,0.7194642,0.2805358,-2,1,1,99,6,1,73,2,2,1,39
400098,0.986482829,0.013517171,2,1,1,6,7,1,70,1,1,1,45
400099,0.197070495,0.802929505,1,1,2,4,1,2,79,1,3,1,41
400102,0.926010572,0.073989428,2,1,1,6,6,1,54,1,3,1,21
400103,0.030259236,0.969740764,1,2,1,99,1,1,33,2,3,4,39
400108,0.516152913,0.483847087,-2,1,1,99,4,1,81,2,4,1,36
400109,0.079195888,0.920804112,4,3,1,4,4,1,28,2,4,4,6
400112,0.132229789,0.867770211,1,1,1,4,3,2,32,2,3,1,23
400113,0.868424328,0.131575672,3,1,1,99,6,2,38,1,2,1,21
400119,0.30624171,0.69375829,-9,1,2,4,4,1,-9,2,3,2,17
400120,0.363269508,0.636730492,-2,1,2,4,4,2,61,1,4,3,53
400121,0.206649007,0.793350993,-2,1,1,3,4,1,36,2,1,4,48
400124,0.051412276,0.948587724,-2,1,-6,99,1,1,67,1,-6,-6,27
400126,0.009945773,0.990054227,1,2,1,4,1,2,44,2,1,4,12
400130,0.5014988,0.4985012,-2,1,1,3,6,1,46,1,2,2,55
400131,0.07304148,0.92695852,1,2,1,99,1,1,55,2,1,1,21
400132,0.01331702,0.98668298,1,2,1,-9,1,1,30,2,1,1,24
400133,0.333113423,0.666886577,-9,-2,1,5,6,1,73,1,2,2,12
400134,0.331368173,0.668631827,-9,3,1,99,6,1,-9,1,3,2,15
400135,0.926368468,0.073631532,-2,1,1,99,6,1,64,1,1,1,21
400136,0.471689846,0.528310154,-2,1,2,5,6,2,-9,1,4,1,8
400143,0.117005669,0.882994331,-2,2,1,99,4,2,33,2,3,4,37
400144,0.031068848,0.968931152,1,1,1,1,1,2,46,2,2,4,19
400147,0.097505591,0.902494409,1,5,1,4,4,2,53,2,3,4,41
400154,0.037909474,0.962090526,1,1,1,2,1,1,90,2,1,4,12
400158,0.030116569,0.969883431,1,1,1,1,2,2,23,1,2,6,41
400165,0.046995394,0.953004606,1,1,1,3,1,1,74,2,2,1,34
400172,0.770200388,0.229799612,2,1,1,4,4,1,77,2,1,1,47
400174,0.149961994,0.850038006,1,1,1,3,2,2,22,2,1,3,39
400175,0.974294668,0.025705332,2,1,1,6,7,1,20,2,2,1,47
400176,0.573529703,0.426470297,5,1,1,5,6,1,34,2,2,1,11
400177,0.031014302,0.968985698,1,2,1,99,1,1,69,1,2,4,28
400181,0.019226655,0.980773345,1,1,1,2,3,1,37,2,2,4,51
400183,0.534081435,0.465918565,2,1,1,6,6,1,46,1,2,2,36
400185,0.934989635,0.065010365,-2,1,1,5,7,1,33,1,3,1,37
400187,0.026702144,0.973297856,-2,2,-6,99,1,1,28,2,-6,-6,27
400188,0.341697162,0.658302838,-2,6,-7,5,5,1,54,2,-7,-7,41
400189,0.96449965,0.03550035,-2,6,2,6,7,1,21,1,3,1,21
400191,0.439172907,0.560827093,-2,1,1,5,6,2,40,1,3,2,55
400194,0.030331347,0.969668653,4,1,1,2,1,2,60,2,3,2,27
400195,0.502070735,0.497929265,2,5,1,5,6,1,40,2,2,1,48
400198,0.959193643,0.040806357,2,1,1,7,7,1,44,1,3,2,1
400200,0.017475015,0.982524985,1,5,1,1,1,1,19,2,2,2,4
400204,0.690714929,0.309285071,2,1,1,5,6,1,79,1,2,1,12
400208,0.703531668,0.296468332,2,1,1,6,6,2,46,1,3,1,4
400213,0.487488007,0.512511993,2,1,2,4,4,2,63,1,2,1,17
400214,0.782850935,0.217149065,2,1,1,6,6,2,30,1,2,1,55
400223,0.093590755,0.906409245,-2,5,1,5,4,2,38,1,2,4,6
400224,0.469733711,0.530266289,1,1,1,5,2,1,65,2,2,1,45
400230,0.156902951,0.843097049,-2,3,2,4,6,2,39,1,4,4,12
400232,0.984603089,0.015396911,2,1,1,6,7,1,44,1,2,1,55
400234,0.850443893,0.149556107,-2,1,1,5,5,2,82,2,1,1,55
400236,0.267316734,0.732683266,-2,1,2,99,2,1,76,2,3,1,6
400237,0.185900262,0.814099738,2,1,2,4,6,1,54,2,2,2,12
400241,0.112953093,0.887046907,-2,1,-7,4,4,2,36,2,-7,-7,27
400243,0.016760091,0.983239909,1,1,1,2,1,2,70,2,1,1,6
400244,0.968553734,0.031446266,2,1,1,6,7,2,66,1,1,1,25
400245,0.954171605,0.045828395,-2,3,1,7,7,1,68,1,4,1,48
400247,0.702924967,0.297075033,-2,1,-7,99,6,2,47,1,-7,-7,6
400248,0.25969897,0.74030103,-2,5,2,99,4,1,18,2,4,2,12
400251,0.96535498,0.03464502,2,1,1,5,7,1,38,2,1,1,42
400255,0.912515022,0.087484978,2,1,1,99,7,1,38,2,2,1,6
400259,0.451610933,0.548389067,2,1,2,99,4,2,19,1,4,3,50
400262,0.009832079,0.990167921,1,1,1,2,1,2,69,2,2,2,15
400266,0.593567122,0.406432878,-2,4,1,3,5,2,-9,2,3,2,40
400268,0.604075352,0.395924648,1,3,1,6,6,2,55,1,2,1,8
400269,0.099224167,0.900775833,-2,1,2,99,2,2,-9,2,3,2,6
400271,0.359964864,0.640035136,1,1,1,4,6,1,73,2,2,1,36
400274,0.190783453,0.809216547,2,1,1,3,2,2,62,2,4,1,27
400275,0.410374,0.589626,1,1,1,3,4,1,39,2,1,2,47
400277,0.480786054,0.519213946,2,1,2,99,4,2,59,2,4,2,26
400278,0.226893605,0.773106395,-2,1,2,99,2,2,37,2,3,2,37
400279,0.798941969,0.201058031,3,1,1,5,6,1,73,1,2,1,26
400281,0.86918964,0.13081036,3,6,1,5,5,2,53,1,1,1,38
400282,0.547887838,0.452112162,-2,1,1,5,5,1,-9,2,2,1,6
400283,0.787725999,0.212274001,2,5,1,99,5,1,56,1,2,1,53
400285,0.017997887,0.982002113,1,1,1,2,1,2,65,2,2,4,4
400289,0.083244835,0.916755165,-2,2,2,2,4,1,26,1,2,5,48
400290,0.014676442,0.985323558,1,2,1,99,1,1,66,1,3,4,12
400296,0.975090762,0.024909238,2,1,1,7,7,1,28,2,2,1,54
400302,0.964416789,0.035583211,-2,1,1,6,7,2,55,2,2,1,26
400304,0.064959719,0.935040281,-2,2,-6,4,1,1,70,2,-6,-6,36
400305,0.012253194,0.987746806,1,3,1,2,2,1,34,2,2,6,6
400306,0.962751203,0.037248797,2,1,1,6,5,1,49,1,1,1,16
400308,0.061131808,0.938868192,1,1,1,1,1,2,77,1,3,2,42
400312,0.397107,0.602893,-2,1,1,99,6,1,39,2,2,1,6
400315,0.017049053,0.982950947,-2,5,1,4,3,2,25,2,2,4,12
400317,0.974737753,0.025262247,2,1,1,6,7,1,58,2,2,1,26
400318,0.055683172,0.944316828,1,1,1,3,1,2,50,1,2,2,27
400320,0.092276201,0.907723799,1,1,1,4,6,2,50,2,2,2,6
400321,0.49638094,0.50361906,-2,1,1,5,6,1,54,1,2,2,12
400324,0.12889406,0.87110594,1,1,1,4,1,1,69,1,1,2,39
400330,0.135973702,0.864026298,-2,3,1,4,3,1,50,1,2,2,42
400334,0.474155904,0.525844096,-2,1,-6,4,4,2,64,1,-6,-6,56
400339,0.942216065,0.057783935,2,1,1,6,7,1,41,2,2,1,27
400342,0.951166243,0.048833757,2,1,1,6,7,2,61,1,3,1,36
400344,0.981305237,0.018694763,2,1,1,99,7,1,34,1,2,1,1
400346,0.423684355,0.576315645,-2,1,1,99,4,2,73,2,3,2,55
400347,0.010932888,0.989067112,-2,5,1,2,1,2,24,3,2,4,17
400349,0.045158341,0.954841659,-2,3,-6,99,1,2,55,2,-6,-6,37
400350,0.046127495,0.953872505,-2,1,-6,4,1,2,66,2,-6,-6,12
400351,0.374796726,0.625203274,-2,4,1,4,3,1,52,1,1,1,31
400352,0.027022878,0.972977122,1,1,1,2,1,1,42,1,1,2,4
400355,0.187546663,0.812453337,-2,1,1,3,2,2,37,2,3,2,56
400357,0.054180764,0.945819236,-2,1,-6,2,4,1,59,2,-6,-6,6
400360,0.30815572,0.69184428,-2,1,2,2,1,1,-9,2,3,1,28
400362,0.067687527,0.932312473,1,1,1,1,1,2,27,1,1,1,51
400367,0.497389066,0.502610934,3,1,1,4,4,2,75,1,2,4,33
400371,0.088901996,0.911098004,-2,5,2,3,3,2,38,1,3,2,48
400374,0.780112288,0.219887712,-2,1,1,99,5,2,67,2,3,3,48
400375,0.013692108,0.986307892,-2,5,-6,1,1,2,49,2,-6,-6,6
400376,0.07384732,0.92615268,1,5,2,99,4,2,34,2,2,4,6
400377,0.972330059,0.027669941,2,1,1,6,7,1,34,2,1,1,48
400379,0.838347714,0.161652286,2,4,1,6,5,1,-9,1,2,1,12
400380,0.097686097,0.902313903,-2,2,1,6,3,2,28,2,1,7,37
400382,0.051448112,0.948551888,1,1,1,1,1,2,54,2,1,7,42
400385,0.077655356,0.922344644,1,5,1,5,1,1,33,2,2,1,48
400387,0.818147529,0.181852471,-2,1,2,99,4,1,32,2,4,1,18
400388,0.050264734,0.949735266,-2,1,-6,99,3,2,41,2,-6,-6,12
400394,0.888887251,0.111112749,2,1,1,6,7,1,78,2,3,1,32
400397,0.875024824,0.124975176,-2,6,-6,6,7,1,61,2,-6,-6,48
400399,0.930041412,0.069958588,2,5,1,7,5,1,-9,1,1,1,13
400400,0.104944457,0.895055543,-2,1,-6,4,2,1,53,2,-6,-6,36
400401,0.408495022,0.591504978,1,2,-6,4,4,1,64,1,-6,-6,13
400402,0.156690372,0.843309628,1,1,1,4,4,1,67,2,1,2,36
400404,0.978963444,0.021036556,2,1,1,7,7,1,28,1,2,1,37
400406,0.987921463,0.012078537,2,1,1,6,7,1,32,1,1,1,26
400408,0.344325876,0.655674124,1,5,1,99,4,1,26,2,3,4,49
400411,0.94631612,0.05368388,-2,1,-6,6,7,1,38,1,-6,-6,53
400416,0.814369066,0.185630934,3,1,1,5,6,2,32,1,1,1,48
400417,0.063709277,0.936290723,-2,5,1,99,3,1,38,2,1,2,48
400418,0.149145685,0.850854315,1,1,2,99,2,2,-9,2,3,2,12
400424,0.087317355,0.912682645,1,1,1,4,2,2,47,2,2,1,6
400426,0.120813616,0.879186384,-2,5,1,99,3,1,35,1,3,2,17
400428,0.158731149,0.841268851,-2,5,-6,4,4,1,47,2,-6,-6,12
400439,0.987611077,0.012388923,2,1,1,7,7,1,64,1,1,1,48
400440,0.190524938,0.809475062,-2,1,1,4,2,2,56,2,2,2,42
400441,0.043432453,0.956567547,5,2,1,4,4,1,33,2,2,4,17
400442,0.281052396,0.718947604,1,5,1,4,1,1,46,1,2,1,31
400444,0.182426465,0.817573535,1,1,1,2,1,1,68,2,3,1,18
400449,0.375615578,0.624384422,-2,1,-6,99,2,1,60,2,-6,-6,55
400451,0.867698842,0.132301158,2,1,1,99,5,1,66,2,2,1,22
400458,0.023213411,0.976786589,1,1,1,1,1,2,86,2,1,4,53
400459,0.223193685,0.776806315,-2,1,-6,2,2,2,34,1,-6,-6,37
400460,0.585737768,0.414262232,-2,1,-6,6,2,1,89,1,-6,-6,34
400464,0.365429821,0.634570179,-2,3,-7,4,2,1,36,1,-7,-7,48
400465,0.178571985,0.821428015,-2,1,-6,5,3,1,65,2,-6,-6,42
400466,0.019112489,0.980887511,3,1,1,2,3,2,27,2,2,3,53
400471,0.098124508,0.901875492,1,1,1,3,2,2,44,1,1,1,15
400473,0.608157614,0.391842386,-2,1,1,4,5,1,25,1,3,3,12
400481,0.485290199,0.514709801,1,1,1,4,3,1,75,2,2,1,21
400487,0.199759597,0.800240403,-2,1,-6,4,3,2,69,1,-6,-6,29
400490,0.629050922,0.370949078,-2,1,-6,99,2,1,72,1,-6,-6,42
400494,0.98731423,0.01268577,2,1,1,7,7,1,47,1,2,1,55
400496,0.42605634,0.57394366,2,1,1,3,4,2,37,2,2,2,31
