V200001,p_trump,p_biden,V202110x,V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d
339050,0.825809917,0.174190083,2,1,1,7,7,2,75,1,1,-2
339104,0.267594436,0.732405564,-1,1,1,4,2,2,49,2,3,-2
339128,0.767172217,0.232827783,2,1,1,99,5,1,57,1,2,-2
339203,0.315046566,0.684953434,-1,1,-6,2,3,2,36,1,-6,-2
339210,0.448199445,0.551800555,-1,3,2,99,4,2,29,2,-5,-2
339258,0.244417087,0.755582913,1,1,1,1,1,2,57,1,2,-2
339265,0.753588101,0.246411899,2,1,1,6,7,1,57,2,3,-2
339272,0.763931486,0.236068514,2,1,1,99,7,1,36,2,2,-2
339296,0.828606922,0.171393078,2,1,1,6,7,1,74,2,2,-2
339319,0.81825185,0.18174815,2,1,1,7,7,1,63,2,2,-2
339340,0.58766187,0.41233813,2,1,1,6,6,2,42,2,4,-2
339364,0.421653905,0.578346095,1,4,1,99,4,1,-9,2,2,-2
339425,0.460206092,0.539793908,-1,1,1,99,4,1,28,2,3,-2
339456,0.32425161,0.67574839,1,1,1,4,3,1,69,2,2,-2
339470,0.19236866,0.80763134,1,1,1,3,1,2,56,2,1,-2
339531,0.245205195,0.754794805,1,2,1,3,1,2,23,2,2,-2
339555,0.248299443,0.751700557,1,1,2,99,1,2,62,1,2,-2
339562,0.929102221,0.070897779,2,1,1,6,7,1,58,1,1,-2
339623,0.274372466,0.725627534,-1,1,-6,2,1,2,23,1,-6,-2
339746,0.315869478,0.684130522,4,6,1,2,3,2,34,1,2,-2
339753,0.751289877,0.248710123,-1,1,-6,7,7,2,62,1,-6,-2
339807,0.321502148,0.678497852,-1,4,-6,4,1,2,28,1,-6,-2
339821,0.550510893,0.449489107,1,1,1,5,6,2,54,2,3,-2
339869,0.507462522,0.492537478,2,1,1,99,4,1,-9,1,2,-2
339944,0.316519056,0.683480944,1,2,2,99,1,2,20,1,4,-2
339975,0.539362513,0.460637487,-1,1,-6,99,5,1,76,1,-6,-2
339982,0.224416056,0.775583944,1,1,1,5,1,2,54,2,3,-2
340005,0.27005527,0.72994473,1,1,1,3,2,2,71,1,2,-2
340043,0.777447983,0.222552017,-1,6,1,99,7,1,20,2,1,-2
340050,0.304910017,0.695089983,1,1,1,4,3,2,44,1,1,-2
340173,0.21594967,0.78405033,1,2,1,99,2,1,-9,2,2,-2
340180,0.653322338,0.346677662,2,3,2,5,6,2,30,1,4,-2
340197,0.687041615,0.312958385,2,-9,1,6,5,-9,-9,-9,2,-2
340227,0.451341787,0.548658213,-1,1,-6,6,2,1,43,2,-6,-2
340234,0.631082833,0.368917167,-1,1,1,4,7,2,-9,1,3,-2
340258,0.545137912,0.454862088,2,1,2,5,6,2,58,1,2,-2
340265,0.330439883,0.669560117,1,1,1,3,1,1,75,1,1,-2
340272,0.24215599,0.75784401,1,2,1,99,1,1,58,2,4,-2
340302,0.785050165,0.214949835,2,1,1,6,7,2,71,1,2,-2
340319,0.889472592,0.110527408,2,1,1,6,7,1,64,2,1,-2
340326,0.251347659,0.748652341,-1,2,1,99,2,1,-9,1,3,-2
340364,0.257263789,0.742736211,1,1,1,4,3,2,66,2,2,-2
340371,0.357917371,0.642082629,1,1,1,4,3,2,44,2,2,-2
340425,0.232966963,0.767033037,1,1,1,3,3,1,-9,2,3,-2
340449,0.228060404,0.771939596,1,1,1,2,1,1,75,2,1,-2
340463,0.330855061,0.669144939,-1,1,-6,4,2,1,38,2,-6,-2
340517,0.821265544,0.178734456,2,1,1,5,7,2,26,1,2,-2
340531,0.883050741,0.116949259,2,1,1,6,7,1,69,1,2,-2
340555,0.489792298,0.510207702,1,1,1,99,4,1,51,2,2,-2
340579,0.240880499,0.759119501,-1,1,-6,1,3,2,53,1,-6,-2
340593,0.361837024,0.638162976,2,3,1,3,4,2,29,2,2,-2
340609,0.889004077,0.110995923,2,1,1,6,7,1,46,1,2,-2
340647,0.510227455,0.489772545,-1,3,2,4,4,2,30,1,3,-2
340722,0.403337518,0.596662482,-1,1,1,4,3,1,33,1,2,-2
340739,0.221098287,0.778901713,1,2,1,99,1,1,65,2,2,-2
340784,0.846427448,0.153572552,2,1,1,6,7,2,72,1,2,-2
340807,0.244363947,0.755636053,1,1,1,2,1,2,31,1,1,-2
340821,0.783544493,0.216455507,2,1,1,6,7,1,80,2,2,-2
340890,0.656971485,0.343028515,2,3,2,4,5,1,39,2,4,-2
340906,0.501469326,0.498530674,-1,1,1,4,4,2,35,2,2,-2
340982,0.608455325,0.391544675,1,1,1,4,6,1,26,1,2,-2
341008,0.270763755,0.729236245,1,3,1,99,3,2,37,1,1,-2
341022,0.718343286,0.281656714,2,1,1,99,7,1,80,2,2,-2
341039,0.204803212,0.795196788,1,1,1,2,1,2,34,2,2,-2
341060,0.287478307,0.712521693,1,1,1,4,1,1,66,1,1,-2
341077,0.422622423,0.577377577,2,2,1,99,4,2,36,-9,-9,-2
341145,0.397062017,0.602937983,-1,2,-6,2,4,2,34,1,-6,-2
341183,0.309414325,0.690585675,1,2,1,5,3,1,63,2,2,-2
341190,0.258435854,0.741564146,-1,3,-6,1,1,1,29,2,-6,-2
341213,0.859964477,0.140035523,2,1,1,6,7,1,60,2,1,-2
341220,0.501056729,0.498943271,-1,5,-6,4,-9,1,-9,-9,-6,-2
341244,0.837446054,0.162553946,2,1,1,99,7,1,73,1,2,-2
341251,0.816678833,0.183321167,-1,1,-6,6,7,2,25,1,-6,-2
341299,0.526449244,0.473550756,1,1,1,4,4,2,55,1,1,-2
341305,0.412706135,0.587293865,1,2,1,6,1,2,27,2,2,-2
341336,0.255958543,0.744041457,1,4,1,3,2,2,22,1,2,-2
341343,0.233875774,0.766124226,1,1,1,99,1,2,77,2,4,-2
341381,0.526356438,0.473643562,1,-9,1,99,4,2,26,2,2,-2
341404,0.226954274,0.773045726,-1,1,-6,2,1,2,19,2,-6,-2
341428,0.334626433,0.665373567,-1,-9,-6,99,6,-9,-9,-9,-6,-2
341442,0.466670287,0.533329713,-1,1,-7,6,6,1,76,2,-7,-2
341473,0.633700773,0.366299227,2,1,1,6,5,2,60,2,1,-2
341503,0.845911922,0.154088078,2,1,1,99,7,1,64,1,-5,-2
341527,0.406045604,0.593954396,1,3,1,99,4,2,19,2,4,-2
341558,0.441533978,0.558466022,2,6,1,4,4,1,42,2,3,-2
341596,0.556851416,0.443148584,2,1,2,5,6,1,80,2,2,-2
341602,0.221097948,0.778902052,1,2,1,99,1,1,65,2,2,-2
341671,0.352469798,0.647530202,-1,1,-6,2,2,2,57,1,-6,-2
341695,0.732386044,0.267613956,-1,1,-6,6,5,1,-9,1,-6,-2
341701,0.310051277,0.689948723,1,1,1,2,1,1,80,1,1,-2
341718,0.627200487,0.372799513,2,1,1,5,6,2,39,1,2,-2
341725,0.815720437,0.184279563,2,1,1,7,7,2,76,1,2,-2
341732,0.237458313,0.762541687,1,2,1,4,1,1,44,1,2,-2
341749,0.546348505,0.453651495,-1,3,2,4,4,1,29,2,2,-2
341770,0.836615745,0.163384255,2,1,1,6,7,1,59,2,2,-2
341787,0.28558685,0.71441315,1,1,1,2,3,2,37,1,3,-2
341800,0.707095281,0.292904719,2,1,1,7,6,1,66,2,1,-2
341831,0.748429085,0.251570915,2,1,1,6,5,1,71,1,3,-2
341886,0.364184151,0.635815849,1,1,1,3,2,1,35,1,3,-2
341923,0.595477278,0.404522722,2,1,1,6,6,2,47,2,2,-2
341930,0.757948509,0.242051491,-1,3,1,6,7,1,40,2,4,-2
341954,0.771584581,0.228415419,-1,1,1,99,7,2,80,1,2,-2
341992,0.85309555,0.14690445,2,6,1,7,7,2,19,1,1,-2
342025,0.512497972,0.487502028,1,3,1,4,4,2,19,1,1,-2
342056,0.444460918,0.555539082,2,3,1,4,4,1,38,2,3,-2
342063,0.55940191,0.44059809,2,1,1,5,5,1,73,2,2,-2
342070,0.24136643,0.75863357,1,1,1,2,1,1,41,2,2,-2
342124,0.464085185,0.535914815,2,1,1,99,4,1,54,2,-5,-2
342155,0.160517904,0.839482096,-1,1,-6,99,1,2,69,2,-6,-2
342179,0.339276249,0.660723751,1,1,1,3,2,2,21,1,2,-2
342186,0.341748255,0.658251745,1,6,1,4,2,2,20,1,2,-2
342193,0.195155747,0.804844253,1,1,1,1,1,2,48,2,1,-2
342216,0.258886499,0.741113501,1,1,1,2,3,2,72,2,2,-2
342247,0.729863416,0.270136584,2,1,2,6,7,2,80,1,4,-2
342261,0.67441082,0.32558918,2,1,1,6,6,1,42,1,3,-2
342339,0.388810862,0.611189138,-1,1,1,4,3,2,26,1,2,-2
342353,0.233226947,0.766773053,-1,1,-6,1,1,2,41,2,-6,-2
342360,0.333793282,0.666206718,-1,2,2,5,1,2,35,2,4,-2
342414,0.490744836,0.509255164,2,1,2,99,6,2,53,2,4,-2
342438,0.242105363,0.757894637,1,1,1,2,1,1,77,1,1,-2
342469,0.285175685,0.714824315,-1,3,1,3,2,2,25,1,1,-2
342483,0.75781821,0.24218179,2,1,1,6,7,1,66,2,2,-2
342544,0.2613503,0.7386497,1,1,1,99,1,1,63,2,4,-2
342551,0.707806931,0.292193069,-1,1,1,6,7,1,40,2,3,-2
342698,0.295240539,0.704759461,2,5,1,4,4,2,69,2,1,-2
342711,0.200984576,0.799015424,-1,1,1,3,1,1,48,2,1,-2
342728,0.471493507,0.528506493,2,1,1,4,4,2,29,2,3,-2
342742,0.351945107,0.648054893,2,1,1,4,2,1,37,2,3,-2
342797,0.221437606,0.778562394,1,2,1,2,1,2,24,2,2,-2
342803,0.460050605,0.539949395,-1,2,2,99,4,2,28,1,3,-2
342834,0.213975028,0.786024972,1,1,1,3,1,1,-9,2,1,-2
342896,0.265914205,0.734085795,1,1,1,2,1,2,37,1,1,-2
342902,0.220266478,0.779733522,-1,1,1,2,1,1,68,2,1,-2
342919,0.651683667,0.348316333,2,1,1,4,4,1,70,1,1,-2
342940,0.811915947,0.188084053,2,1,1,7,7,1,80,2,1,-2
342964,0.211191046,0.788808954,1,1,1,2,1,2,66,2,2,-2
343035,0.171175918,0.828824082,1,1,1,2,1,2,46,2,1,-2
343066,0.188585569,0.811414431,-1,3,1,99,1,2,19,2,2,-2
343097,0.231124551,0.768875449,1,-9,1,1,1,2,-9,1,2,-2
343127,0.421597505,0.578402495,1,3,1,4,4,2,60,1,3,-2
343134,0.230461141,0.769538859,1,1,1,3,1,2,57,2,2,-2
343158,0.203807277,0.796192723,1,1,1,2,1,1,58,2,3,-2
343196,0.902212061,0.097787939,2,1,1,7,7,1,76,1,1,-2
343219,0.758893443,0.241106557,-1,1,1,4,7,2,80,1,2,-2
343226,0.290615674,0.709384326,-1,1,-6,99,4,2,22,2,-6,-2
343257,0.168260419,0.831739581,1,1,1,2,1,2,75,2,1,-2
343264,0.829914601,0.170085399,2,1,1,4,7,1,58,1,2,-2
343288,0.229497704,0.770502296,1,1,1,2,1,2,51,2,2,-2
343325,0.403907216,0.596092784,-1,3,2,5,3,2,23,1,2,-2
343349,0.283816084,0.716183916,1,1,1,4,3,2,47,2,1,-2
343387,0.798198613,0.201801387,2,6,2,5,7,2,73,-9,2,-2
343417,0.342659892,0.657340108,1,1,1,5,1,1,48,1,1,-2
343479,0.539493809,0.460506191,2,4,1,6,6,1,66,1,3,-2
343554,0.622746573,0.377253427,1,1,1,4,5,1,47,2,3,-2
343578,0.80417576,0.19582424,2,1,1,6,7,1,67,2,2,-2
343585,0.199233998,0.800766002,1,2,1,99,1,2,62,1,2,-2
343592,0.27724563,0.72275437,1,1,1,3,2,1,40,2,2,-2
343622,0.583553271,0.416446729,3,1,1,5,6,1,41,2,1,-2
343646,0.853237612,0.146762388,2,1,1,6,7,1,74,2,1,-2
343660,0.320084487,0.679915513,1,1,1,3,3,1,38,2,1,-2
343707,0.265381289,0.734618711,1,1,1,2,1,2,65,1,2,-2
343745,0.276339491,0.723660509,1,2,1,99,1,1,46,1,4,-2
343769,0.787172246,0.212827754,2,1,1,6,7,1,35,2,2,-2
343776,0.848697198,0.151302802,2,1,1,6,7,1,71,2,2,-2
343783,0.327630033,0.672369967,1,2,1,4,2,1,51,2,2,-2
343806,0.337394813,0.662605187,-1,1,1,99,6,2,-9,2,4,-2
343813,0.222895414,0.777104586,-1,1,-7,2,1,1,80,2,-7,-2
343882,0.207831091,0.792168909,1,1,1,3,1,1,-9,2,2,-2
343981,0.184054374,0.815945626,1,1,1,99,1,1,52,2,2,-2
343998,0.455090264,0.544909736,-1,2,2,99,4,2,62,2,4,-2
344014,0.243132879,0.756867121,1,1,1,2,2,2,39,2,2,-2
344083,0.224714062,0.775285938,1,1,1,3,1,1,74,2,1,-2
344090,0.243167943,0.756832057,1,1,1,2,1,2,19,1,2,-2
344113,0.253159815,0.746840185,1,1,1,3,3,2,70,2,1,-2
344168,0.615619612,0.384380388,1,6,1,5,5,2,28,1,2,-2
344267,0.546645963,0.453354037,2,1,1,5,6,1,56,2,2,-2
344373,0.273429786,0.726570214,1,1,1,2,1,2,62,1,1,-2
344380,0.317536712,0.682463288,1,1,1,1,2,1,27,1,1,-2
344397,0.595248568,0.404751432,2,1,1,5,6,1,45,2,1,-2
344496,0.816827034,0.183172966,2,1,1,6,7,1,24,1,3,-2
344533,0.343513839,0.656486161,1,1,1,3,3,2,65,1,2,-2
344540,0.781704172,0.218295828,2,1,1,5,7,1,76,2,1,-2
344564,0.509939311,0.490060689,-1,2,1,6,1,1,19,1,2,-2
344649,0.288247858,0.711752142,2,1,1,3,3,2,39,2,2,-2
344724,0.847534134,0.152465866,-1,1,-6,7,7,2,65,1,-6,-2
344779,0.402712765,0.597287235,1,1,1,2,3,1,36,1,2,-2
344786,0.543821809,0.456178191,2,1,1,4,5,2,45,2,2,-2
344793,0.196920447,0.803079553,1,1,1,2,1,2,69,2,2,-2
344816,0.620237184,0.379762816,1,1,1,4,6,2,21,1,2,-2
344878,0.439335663,0.560664337,-1,3,2,99,4,1,46,2,4,-2
344885,0.586903961,0.413096039,2,1,1,5,6,1,44,2,2,-2
344892,0.242109491,0.757890509,1,1,1,2,1,2,60,1,2,-2
344908,0.232146041,0.767853959,2,4,1,3,3,1,67,2,2,-2
344915,0.500066675,0.499933325,1,1,1,5,4,1,77,1,2,-2
344922,0.640499595,0.359500405,2,1,1,7,6,1,57,2,2,-2
344939,0.256418266,0.743581734,-1,4,2,4,1,2,37,2,3,-2
344977,0.917715246,0.082284754,2,1,1,6,7,1,71,1,1,-2
344991,0.286675109,0.713324891,-1,1,2,4,1,2,28,2,2,-2
345017,0.609774911,0.390225089,2,1,1,5,6,2,49,1,2,-2
345062,0.343165349,0.656834651,1,1,1,4,3,-9,57,2,2,-2
345079,0.338642913,0.661357087,2,4,1,5,2,2,49,1,2,-2
345093,0.595399448,0.404600552,-1,1,1,4,4,1,70,1,2,-2
345109,0.281182152,0.718817848,-1,3,-6,4,1,2,32,2,-6,-2
345123,0.572575415,0.427424585,2,3,1,5,5,2,77,1,2,-2
345178,0.251862539,0.748137461,1,1,1,4,3,1,47,2,1,-2
345208,0.328774668,0.671225332,1,1,1,3,1,1,80,1,1,-2
345215,0.761272478,0.238727522,2,1,1,6,7,1,30,2,4,-2
345253,0.314363488,0.685636512,-1,-9,1,99,2,2,33,1,4,-2
345260,0.515180673,0.484819327,1,1,1,4,4,2,61,1,2,-2
345321,0.434255065,0.565744935,2,4,1,4,4,2,29,2,3,-2
345352,0.356134024,0.643865976,1,1,1,4,3,2,65,1,2,-2
345475,0.285106915,0.714893085,1,1,1,2,2,2,28,2,3,-2
345512,0.649126243,0.350873757,1,3,1,5,5,2,36,1,2,-2
345536,0.323978644,0.676021356,-1,1,1,99,2,2,71,1,2,-2
345567,0.361121661,0.638878339,1,6,1,4,1,1,35,1,2,-2
345574,0.254029695,0.745970305,1,1,1,4,2,2,50,2,1,-2
345581,0.210708561,0.789291439,1,1,1,2,1,2,-9,2,2,-2
345598,0.426823964,0.573176036,-9,1,2,4,6,2,-9,2,3,-2
345611,0.876225287,0.123774713,2,1,1,6,7,1,68,2,1,-2
345642,0.462192834,0.537807166,2,1,1,4,5,2,-9,2,3,-2
345659,0.793583001,0.206416999,2,1,1,7,7,1,55,2,2,-2
345680,0.350554607,0.649445393,-1,2,-6,5,3,1,26,-9,-6,-2
345802,0.771706284,0.228293716,2,1,1,7,7,2,60,2,2,-2
345840,0.509376987,0.490623013,1,1,2,99,6,2,39,2,2,-2
345857,0.210954036,0.789045964,1,2,1,3,1,1,51,2,1,-2
345871,0.430893857,0.569106143,1,1,1,4,4,2,55,2,2,-2
345901,0.361596439,0.638403561,1,1,1,4,2,2,58,1,2,-2
345918,0.670709743,0.329290257,3,1,1,5,4,1,70,1,1,-2
345949,0.307996725,0.692003275,1,1,1,2,2,2,27,2,3,-2
345956,0.703664262,0.296335738,-1,1,1,4,7,1,52,2,4,-2
345970,0.739605535,0.260394465,2,3,1,6,6,2,28,1,-5,-2
345987,0.84564938,0.15435062,2,1,1,7,7,1,40,1,2,-2
346041,0.487717737,0.512282263,1,1,1,99,5,2,38,2,2,-2
346065,0.357270619,0.642729381,1,1,1,3,3,2,46,1,1,-2
346102,0.219685395,0.780314605,1,1,1,2,1,2,33,2,2,-2
346133,0.23460461,0.76539539,1,2,1,4,1,-9,69,2,2,-2
346157,0.561417215,0.438582785,2,1,1,5,5,2,44,2,2,-2
346164,0.581213021,0.418786979,2,5,1,4,5,1,53,1,1,-2
346249,0.19703161,0.80296839,1,2,1,99,1,1,71,2,2,-2
346270,0.226143492,0.773856508,1,2,1,2,1,1,67,2,2,-2
346294,0.542753236,0.457246764,-9,1,1,5,5,2,59,2,2,-2
346300,0.226009777,0.773990223,1,1,1,1,1,2,67,2,2,-2
346324,0.339920076,0.660079924,-1,1,1,3,3,2,26,1,2,-2
346331,0.492943833,0.507056167,1,1,1,3,6,1,43,2,3,-2
346430,0.384512974,0.615487026,-1,5,1,99,4,2,51,1,3,-2
346461,0.223333962,0.776666038,-1,3,1,4,1,1,35,2,2,-2
346492,0.405247026,0.594752974,1,1,1,3,3,1,72,1,1,-2
346515,0.898858659,0.101141341,2,1,1,7,7,1,66,1,1,-2
346539,0.156242039,0.843757961,1,2,1,99,1,1,50,2,3,-2
346584,0.436176899,0.563823101,-1,3,-6,99,2,1,70,2,-6,-2
346591,0.22085329,0.77914671,1,4,1,4,2,2,41,2,3,-2
346638,0.537574389,0.462425611,-1,1,-6,3,5,2,36,1,-6,-2
346652,0.395311842,0.604688158,-1,5,1,4,4,2,25,2,4,-2
346669,0.628172232,0.371827768,2,1,1,6,6,1,46,2,3,-2
346706,0.639040893,0.360959107,-1,1,-6,7,7,1,35,2,-6,-2
346744,0.563919679,0.436080321,-1,6,-6,2,2,1,57,1,-6,-2
346751,0.782242443,0.217757557,1,-9,1,6,5,1,50,1,3,-2
346799,0.620992242,0.379007758,2,1,1,99,5,1,41,2,3,-2
346812,0.410162225,0.589837775,1,4,1,99,4,2,45,2,3,-2
346843,0.824960395,0.175039605,2,1,1,6,7,2,69,1,2,-2
346874,0.635096172,0.364903828,-1,1,-6,99,6,2,21,1,-6,-2
346881,0.6399356,0.3600644,1,1,1,5,6,2,80,1,1,-2
346911,0.3304079,0.6695921,1,1,1,4,2,1,39,2,2,-2
346928,0.543595368,0.456404632,-1,1,1,6,5,2,-9,1,2,-2
347044,0.739757401,0.260242599,2,6,1,6,4,2,38,1,1,-2
347082,0.300669437,0.699330563,1,1,1,3,1,2,38,1,4,-2
347105,0.315986165,0.684013835,1,6,1,2,1,2,41,1,1,-2
347136,0.482283192,0.517716808,1,3,1,99,5,2,26,2,3,-2
347167,0.311229755,0.688770245,1,2,2,99,2,1,40,2,4,-2
347228,0.605110853,0.394889147,2,1,1,5,5,1,-9,1,3,-2
347235,0.891064409,0.108935591,2,1,1,6,7,1,51,1,2,-2
347242,0.262896754,0.737103246,1,1,1,2,1,2,46,1,2,-2
347280,0.291615553,0.708384447,1,1,1,4,1,2,64,1,2,-2
347297,0.222989552,0.777010448,1,-9,1,4,2,2,-9,2,2,-2
347303,0.624693981,0.375306019,-1,3,1,5,6,1,35,1,2,-2
347372,0.695310907,0.304689093,2,1,1,99,7,1,62,2,3,-2
347396,0.226631288,0.773368712,1,2,1,4,1,1,70,2,2,-2
347464,0.3350714,0.6649286,1,1,1,2,2,1,50,1,1,-2
347488,0.843749234,0.156250766,2,1,1,6,7,1,67,2,2,-2
347495,0.4448435,0.5551565,-1,-9,-6,-9,-9,-9,-9,-9,-6,-2
347501,0.243573127,0.756426873,1,1,1,3,1,2,73,1,2,-2
347518,0.309426281,0.690573719,-1,6,1,2,1,1,33,2,3,-2
347525,0.244532073,0.755467927,-1,2,1,2,3,2,31,2,-5,-2
347556,0.218495672,0.781504328,1,4,1,2,1,2,20,1,2,-2
347570,0.208609117,0.791390883,1,-9,1,99,2,-9,-9,-9,3,-2
347587,0.822689952,0.177310048,-9,1,1,6,7,1,55,2,2,-2
347648,0.2442777,0.7557223,-1,2,-6,5,3,1,50,2,-6,-2
347662,0.317972148,0.682027852,1,1,1,2,1,1,70,1,1,-2
347686,0.856019539,0.143980461,2,1,1,6,7,1,39,2,1,-2
347754,0.846105048,0.153894952,2,1,1,6,7,2,51,2,1,-2
347778,0.449512603,0.550487397,-1,1,2,99,4,2,61,2,4,-2
347808,0.250788957,0.749211043,-1,1,1,2,3,2,23,2,1,-2
347853,0.786860572,0.213139428,2,1,1,5,7,1,32,1,3,-2
347891,0.658094577,0.341905423,2,1,1,5,5,1,69,1,2,-2
347914,0.5143568,0.4856432,-1,1,2,99,4,2,57,1,4,-2
347945,0.786234463,0.213765537,-1,1,-6,6,7,1,44,1,-6,-2
347983,0.215476179,0.784523821,1,1,1,2,1,2,23,2,2,-2
348009,0.603391907,0.396608093,-1,1,1,4,6,1,51,1,2,-2
348016,0.576632433,0.423367567,2,1,1,5,6,2,38,1,3,-2
348023,0.919880034,0.080119966,2,1,1,6,7,1,73,1,1,-2
348030,0.205447817,0.794552183,1,1,1,2,1,2,69,1,1,-2
348061,0.657929522,0.342070478,1,6,1,4,4,1,37,1,1,-2
348085,0.533213974,0.466786026,1,1,1,99,4,2,46,1,3,-2
348092,0.831971553,0.168028447,2,1,1,6,7,1,73,2,2,-2
348122,0.782906071,0.217093929,2,1,1,6,7,1,-9,2,1,-2
348153,0.345490298,0.654509702,-1,1,-6,99,4,1,73,2,-6,-2
348160,0.408305956,0.591694044,1,1,1,2,4,2,65,2,2,-2
348207,0.245212042,0.754787958,2,1,1,4,3,2,34,2,1,-2
348221,0.275240565,0.724759435,1,1,1,2,2,2,28,2,3,-2
348238,0.543505337,0.456494663,2,1,1,6,5,2,27,2,3,-2
348252,0.575898602,0.424101398,2,4,-7,99,5,2,55,1,-7,-2
348283,0.152353743,0.847646257,1,4,1,2,1,2,55,2,2,-2
348306,0.2692783,0.7307217,1,1,1,3,3,2,65,2,1,-2
348351,0.881849646,0.118150354,2,1,1,6,7,2,71,1,1,-2
348368,0.229438565,0.770561435,1,2,1,99,1,2,30,2,3,-2
348405,0.786187152,0.213812848,2,1,1,6,5,1,50,1,2,-2
348511,0.758947876,0.241052124,2,1,1,5,7,2,74,1,2,-2
348542,0.543255834,0.456744166,-1,1,1,99,4,1,53,2,4,-2
348580,0.351285952,0.648714048,1,1,1,3,1,2,29,1,1,-2
348603,0.302080528,0.697919472,1,1,1,3,1,2,72,1,1,-2
348658,0.604522612,0.395477388,2,1,1,5,7,2,-9,1,3,-2
348665,0.412776789,0.587223211,1,4,1,99,4,1,48,2,1,-2
348696,0.334363331,0.665636669,1,3,1,99,4,2,69,2,4,-2
348726,0.475668914,0.524331086,-1,1,1,4,4,2,36,2,2,-2
348764,0.502145154,0.497854846,2,1,1,6,6,1,-9,2,2,-2
348771,0.260080292,0.739919708,1,4,1,3,2,2,26,1,1,-2
348795,0.301802648,0.698197352,1,5,1,1,3,2,23,2,4,-2
348818,0.88525426,0.11474574,2,1,1,99,7,1,60,1,1,-2
348825,0.689989982,0.310010018,-1,1,2,4,6,1,54,1,-9,-2
348849,0.376165475,0.623834525,1,1,1,3,2,2,27,1,1,-2
348856,0.686615509,0.313384491,2,1,1,4,4,1,45,1,4,-2
348924,0.283566308,0.716433692,1,1,1,2,1,1,69,1,1,-2
348948,0.458198326,0.541801674,1,1,1,4,3,1,30,1,4,-2
348955,0.227368758,0.772631242,1,1,1,99,1,2,80,2,3,-2
348979,0.846999127,0.153000873,2,1,1,5,7,2,65,1,1,-2
348993,0.287470441,0.712529559,2,1,1,2,4,2,76,2,1,-2
349002,0.134323355,0.865676645,-1,4,1,2,1,2,39,2,1,-2
349019,0.76942554,0.23057446,2,1,1,6,7,1,60,2,3,-2
349057,0.417148577,0.582851423,5,3,1,99,4,1,40,1,3,-2
349071,0.260378835,0.739621165,-1,3,2,2,3,2,37,2,2,-2
349088,0.340363778,0.659636222,5,1,1,2,3,2,42,2,4,-2
349118,0.274142926,0.725857074,1,1,1,2,1,1,63,1,2,-2
349163,0.71042488,0.28957512,2,1,1,4,7,2,54,2,2,-2
349187,0.226934175,0.773065825,1,2,1,99,1,2,25,2,4,-2
349194,0.263171096,0.736828904,5,2,1,99,2,1,29,2,3,-2
349200,0.258753186,0.741246814,1,1,1,1,3,2,25,1,1,-2
349224,0.163342461,0.836657539,1,1,1,2,1,2,73,2,1,-2
349255,0.381628892,0.618371108,-1,3,1,99,4,2,22,2,3,-2
349262,0.859225976,0.140774024,2,1,1,6,7,2,80,1,1,-2
349316,0.327392311,0.672607689,1,1,1,2,2,1,36,1,1,-2
349323,0.2517351,0.7482649,1,1,1,4,1,2,39,2,2,-2
349408,0.262969482,0.737030518,1,1,1,2,2,2,35,1,1,-2
349415,0.235367298,0.764632702,1,1,1,2,1,2,25,1,1,-2
349446,0.346585953,0.653414047,1,1,1,3,2,2,29,2,4,-2
349491,0.754897378,0.245102622,2,1,1,7,7,1,48,2,3,-2
349514,0.420035222,0.579964778,2,5,1,4,5,1,64,2,1,-2
349576,0.628894801,0.371105199,2,1,1,6,6,2,80,1,2,-2
349590,0.627408505,0.372591495,-1,1,-6,7,7,1,80,2,-6,-2
349606,0.181244075,0.818755925,1,1,1,2,1,2,65,2,1,-2
349620,0.465884707,0.534115293,-1,6,1,99,4,2,56,2,3,-2
349644,0.785153986,0.214846014,2,1,1,6,7,1,39,2,2,-2
349668,0.338505788,0.661494212,-1,3,-6,5,1,1,58,2,-6,-2
349699,0.459957354,0.540042646,2,1,1,99,6,2,56,2,2,-2
349705,0.741771189,0.258228811,2,1,1,5,5,1,65,1,2,-2
349729,0.251471271,0.748528729,1,1,2,2,1,1,80,2,2,-2
349736,0.759509665,0.240490335,2,1,1,7,7,1,48,2,2,-2
349798,0.457477989,0.542522011,1,1,1,4,4,2,65,2,3,-2
349842,0.639762544,0.360237456,2,1,1,6,6,1,30,2,2,-2
349880,0.353185578,0.646814422,2,1,-7,6,2,2,80,2,-7,-2
349910,0.632187103,0.367812897,2,6,1,5,6,1,39,1,2,-2
349941,0.27677933,0.72322067,1,2,1,3,1,2,22,1,1,-2
350002,0.411788793,0.588211207,-1,4,2,99,4,2,69,1,2,-2
350019,0.636795473,0.363204527,-1,1,1,7,4,2,46,1,4,-2
350033,0.460422256,0.539577744,1,4,1,4,4,1,37,2,2,-2
350040,0.464386239,0.535613761,2,1,1,6,5,2,-9,2,2,-2
350057,0.254229004,0.745770996,1,1,1,1,1,2,31,1,2,-2
350101,0.803516442,0.196483558,2,1,1,7,7,1,65,2,2,-2
350125,0.781211455,0.218788545,2,1,1,6,5,1,67,1,2,-2
350156,0.277306644,0.722693356,1,1,1,3,1,2,80,1,1,-2
350163,0.560006159,0.439993841,2,1,1,5,6,2,57,2,2,-2
350194,0.287091086,0.712908914,1,1,1,3,1,2,56,1,2,-2
