caseid,p_romney,p_obama,presvote2012_x,dem_raceeth_x,discuss_disc,libcpre_self,pid_x,relig_church,dem_age_r_x,gender_respondent_x,paprofile_interestpolit,patriot_flag,sample_stfips
865,0.331597502,0.668402498,-2,5,1,4,4,2,20,1,-1,5,12
866,0.338385679,0.661614321,1,5,1,5,1,2,30,1,-1,1,12
867,0.305531969,0.694468031,-2,5,2,4,4,1,35,1,-1,2,12
868,0.903851229,0.096148771,2,1,2,7,7,2,90,2,-1,1,12
869,0.387980885,0.612019115,1,5,1,4,4,2,75,2,-1,1,12
870,0.714640412,0.285359588,2,1,1,6,6,2,48,1,-1,3,13
871,0.131400935,0.868599065,-2,3,-6,2,3,1,33,2,-1,-6,13
872,0.0732976,0.9267024,1,6,1,1,3,1,29,2,-1,4,13
873,0.923509527,0.076490473,-2,1,1,6,7,2,80,2,-1,1,13
874,0.918737404,0.081262596,2,1,1,4,5,1,65,1,-1,1,13
875,0.846025028,0.153974972,-2,1,-6,4,5,1,62,2,-1,-6,13
876,0.8072548,0.1927452,1,1,1,5,5,1,32,1,-1,3,13
877,0.648749983,0.351250017,2,1,2,4,6,1,58,2,-1,1,13
878,0.932348976,0.067651024,2,1,1,6,7,2,78,2,-1,1,13
879,0.798315985,0.201684015,2,1,1,5,5,1,84,2,-1,2,13
880,0.884853721,0.115146279,2,1,1,6,6,1,40,1,-1,1,13
881,0.347057142,0.652942858,-2,3,2,4,4,2,37,2,-1,1,13
882,0.925844531,0.074155469,2,1,1,5,7,1,47,2,-1,1,13
883,0.27458779,0.72541221,-2,2,2,4,1,1,61,2,-1,1,13
884,0.958094746,0.041905254,2,1,-6,6,7,1,72,2,-1,-6,13
885,0.247172424,0.752827576,-9,2,2,-2,4,1,54,2,-1,2,13
886,0.720651843,0.279348157,-2,1,1,4,5,2,22,2,-1,1,13
887,0.322831863,0.677168137,1,2,1,4,2,1,44,1,-1,1,13
888,0.585541365,0.414458635,-2,1,2,4,5,2,36,2,-1,3,13
889,0.567622376,0.432377624,-2,1,2,-2,4,1,63,2,-1,2,13
890,0.110109822,0.889890178,1,2,1,2,2,1,53,2,-1,2,13
891,0.057923631,0.942076369,1,2,1,-2,3,1,31,2,-1,5,13
892,0.164905178,0.835094822,1,2,1,-2,2,1,42,2,-1,1,13
893,0.161351162,0.838648838,1,2,1,-2,4,1,26,2,-1,1,13
894,0.092616691,0.907383309,-2,2,2,-2,3,1,28,1,-1,2,13
895,0.309327179,0.690672821,-2,6,2,4,3,2,26,1,-1,4,13
896,0.22190463,0.77809537,1,5,1,-2,1,1,52,1,-1,1,13
897,0.083934969,0.916065031,1,1,2,2,1,2,24,2,-1,3,17
898,0.138538803,0.861461197,1,5,1,-2,3,2,65,2,-1,1,17
899,0.044657162,0.955342838,1,1,1,2,1,1,69,2,-1,2,17
900,0.227859864,0.772140136,1,5,1,6,2,1,20,2,-1,4,17
901,0.171835218,0.828164782,1,1,2,2,2,1,75,2,-1,1,17
902,0.137495227,0.862504773,1,6,2,1,1,2,59,1,-1,1,17
903,0.761771367,0.238228633,2,1,2,7,7,1,36,2,-1,3,17
904,0.097604874,0.902395126,1,1,2,4,3,2,52,1,-1,2,17
905,0.578934381,0.421065619,2,1,2,5,6,1,23,1,-1,1,17
906,0.209044305,0.790955695,5,1,1,4,4,2,32,1,-1,2,17
907,0.090282014,0.909717986,1,5,2,1,1,1,63,1,-1,2,17
908,0.65401985,0.34598015,-2,5,-6,5,5,1,19,1,-1,-6,17
909,0.053698621,0.946301379,-2,5,-6,-2,3,1,25,2,-1,-6,17
910,0.12503054,0.87496946,-2,5,2,3,2,1,36,2,-1,3,17
911,0.187348859,0.812651141,1,5,2,4,1,2,48,2,-1,1,17
912,0.099719855,0.900280145,1,5,1,4,2,-9,36,2,-1,2,17
913,0.110029847,0.889970153,1,5,1,2,2,1,32,1,-1,4,17
914,0.081111324,0.918888676,-2,5,-6,-2,2,1,38,2,-1,-6,17
915,0.091502385,0.908497615,-2,5,1,3,3,2,25,2,-1,3,17
916,0.385506633,0.614493367,1,1,1,5,3,1,68,1,-1,1,18
917,0.866222843,0.133777157,2,1,1,6,5,1,55,1,-1,2,18
918,0.835310738,0.164689262,2,1,1,6,7,2,-2,1,-1,2,18
919,0.36633403,0.63366597,1,1,1,4,1,2,36,1,-1,1,18
920,0.163324875,0.836675125,2,1,2,4,3,1,32,2,-1,2,18
921,0.828643746,0.171356254,2,1,1,6,5,1,35,1,-1,2,18
922,0.707815442,0.292184558,-2,1,1,-8,-2,1,55,2,-1,3,18
923,0.704955816,0.295044184,-2,1,1,5,5,1,63,2,-1,2,18
924,0.175341726,0.824658274,-2,6,2,4,3,2,41,2,-1,4,18
925,0.451996723,0.548003277,-2,6,2,-2,2,1,21,2,-1,3,18
926,0.434721271,0.565278729,1,1,2,5,1,1,87,2,-1,1,18
927,0.614439634,0.385560366,-2,1,-6,-2,4,1,-2,1,-1,-6,18
928,0.380140648,0.619859352,-2,6,1,3,3,1,18,1,-1,1,18
929,0.282118257,0.717881743,-2,5,2,-2,4,2,29,2,-1,2,18
930,0.527845678,0.472154322,2,1,2,5,6,1,68,2,-1,2,18
931,0.53580504,0.46419496,1,1,1,4,2,2,60,1,-1,1,18
932,0.594320647,0.405679353,2,1,1,5,6,1,39,1,-1,2,18
933,0.799783186,0.200216814,2,1,1,6,5,1,52,2,-1,1,19
934,0.734705658,0.265294342,2,1,1,6,5,1,23,1,-1,2,19
935,0.261088756,0.738911244,2,1,2,4,6,2,45,2,-1,1,19
936,0.87767566,0.12232434,2,1,1,7,7,2,79,2,-1,1,19
937,0.058563774,0.941436226,1,1,1,2,-2,2,53,2,-1,2,19
938,0.496992046,0.503007954,2,1,2,6,4,1,90,2,-1,2,19
939,0.156414591,0.843585409,5,1,1,4,3,1,38,2,-1,1,19
940,0.278740368,0.721259632,1,1,1,3,1,1,63,1,-1,1,19
941,0.739604192,0.260395808,2,1,1,5,7,1,69,2,-1,2,19
942,0.282305678,0.717694322,1,1,1,-2,3,1,56,1,-1,1,20
943,0.102082939,0.897917061,2,1,1,4,3,2,29,2,-1,2,20
944,0.194821705,0.805178295,-2,1,2,-2,3,2,61,1,-1,5,20
945,0.744216466,0.255783534,-2,1,1,-2,6,2,29,1,-1,1,20
946,0.507208721,0.492791279,-2,1,1,4,4,1,64,2,-1,1,20
947,0.858396561,0.141603439,2,1,1,6,6,1,55,1,-1,1,20
948,0.551049884,0.448950116,-2,1,2,-2,4,1,55,2,-1,3,20
949,0.147893786,0.852106214,1,1,1,-2,1,2,42,2,-1,1,20
950,0.289069711,0.710930289,1,5,1,-2,2,2,27,2,-1,3,20
951,0.23011893,0.76988107,-2,5,1,-2,3,2,20,1,-1,2,20
952,0.514108288,0.485891712,-2,6,2,-2,4,2,68,2,-1,1,20
953,0.473608979,0.526391021,-2,6,2,-2,4,2,50,1,-1,4,20
954,0.427292735,0.572707265,1,6,1,4,1,1,64,1,-1,1,21
955,0.16056006,0.83943994,1,6,1,2,3,2,28,1,-1,4,21
956,0.74106544,0.25893456,2,1,1,4,5,2,61,2,-1,1,21
957,0.117512269,0.882487731,1,2,1,2,1,1,22,1,-1,3,21
958,0.22104669,0.77895331,-2,2,1,4,2,1,22,2,-1,2,21
959,0.937683621,0.062316379,2,1,1,7,7,1,20,1,-1,2,21
960,0.476066081,0.523933919,2,1,2,4,1,1,64,2,-1,3,22
961,0.098321207,0.901678793,1,2,1,-2,1,1,50,2,-1,3,22
962,0.083952066,0.916047934,1,2,1,1,1,1,56,2,-1,4,22
963,0.173116418,0.826883582,1,2,1,3,1,1,32,1,-1,3,22
964,0.34379729,0.65620271,1,6,2,-2,1,1,-2,2,-1,2,22
965,0.164976681,0.835023319,1,2,1,4,3,1,44,2,-1,1,22
966,0.863939322,0.136060678,1,6,1,5,5,2,58,1,-1,1,22
967,0.12826165,0.87173835,1,2,1,2,1,1,53,2,-1,3,22
968,0.100712037,0.899287963,1,2,1,3,1,1,31,2,-1,2,22
969,0.625949219,0.374050781,2,1,1,3,4,1,65,2,-1,1,22
970,0.084921665,0.915078335,1,2,1,2,1,1,46,1,-1,4,22
971,0.099705411,0.900294589,1,2,1,2,1,1,63,2,-1,2,22
972,0.220196776,0.779803224,-2,2,-6,6,1,1,50,2,-1,-6,22
973,0.137499098,0.862500902,1,2,1,1,3,1,19,2,-1,1,22
974,0.103735356,0.896264644,1,6,1,1,1,1,52,2,-1,2,22
975,0.097998029,0.902001971,1,2,1,-2,1,1,50,2,-1,1,22
976,0.162886941,0.837113059,1,2,2,2,1,1,51,1,-1,2,22
977,0.23939768,0.76060232,1,2,1,3,1,1,45,1,-1,1,22
978,0.077055991,0.922944009,1,2,1,-2,1,1,31,2,-1,3,22
979,0.06667701,0.93332299,1,2,1,-2,3,1,30,2,-1,4,22
980,0.167196686,0.832803314,1,2,2,3,3,1,19,1,-1,2,22
981,0.139098244,0.860901756,1,2,1,1,1,1,44,1,-1,3,22
982,0.087784197,0.912215803,1,2,1,-2,1,1,39,2,-1,1,22
983,0.168644791,0.831355209,-2,2,1,-2,2,1,53,2,-1,2,22
984,0.070307151,0.929692849,1,2,1,2,3,1,49,2,-1,2,22
985,0.306749677,0.693250323,1,2,1,5,2,1,47,1,-1,3,22
986,0.132271581,0.867728419,1,2,1,2,1,1,53,2,-1,1,22
987,0.106874876,0.893125124,1,2,2,1,-2,1,29,2,-1,2,22
988,0.180135391,0.819864609,1,2,1,3,1,1,55,1,-1,2,22
989,0.116833574,0.883166426,1,2,1,1,1,1,68,2,-1,2,22
990,0.13682388,0.86317612,1,2,2,-2,1,1,22,1,-1,5,22
991,0.080922977,0.919077023,1,2,1,-2,1,1,36,2,-1,1,22
992,0.248152486,0.751847514,1,2,1,4,1,1,49,2,-1,1,22
993,0.139428203,0.860571797,1,2,1,3,1,1,58,2,-1,2,22
994,0.132771673,0.867228327,1,2,1,3,1,-9,36,1,-1,2,22
995,0.351665029,0.648334971,1,6,1,-2,3,1,49,1,-1,4,22
996,0.073881455,0.926118545,1,2,1,-2,1,1,-2,2,-1,4,22
997,0.097129,0.902871,1,2,1,-2,1,1,50,2,-1,3,22
998,0.211553341,0.788446659,1,2,2,-2,1,1,50,2,-1,1,22
999,0.17787152,0.82212848,1,2,1,4,3,1,45,2,-1,1,22
1000,0.154339939,0.845660061,1,2,1,-2,4,1,27,2,-1,3,22
1001,0.124930247,0.875069753,1,2,1,3,1,1,51,2,-1,2,22
1002,0.329417766,0.670582234,-2,2,2,7,1,1,25,1,-1,2,22
1003,0.237791746,0.762208254,1,2,2,1,1,1,61,2,-1,3,22
1004,0.287663366,0.712336634,1,2,1,4,2,1,43,2,-1,3,22
1005,0.054877861,0.945122139,1,2,1,2,1,2,26,2,-1,4,22
1006,0.874782921,0.125217079,-2,2,-6,6,7,1,30,1,-1,-6,22
1007,0.070528599,0.929471401,1,2,1,2,1,1,29,2,-1,2,22
1008,0.153489871,0.846510129,1,2,1,2,1,1,41,1,-1,1,22
1009,0.070976007,0.929023993,-2,2,1,-2,1,1,53,1,-1,4,22
1010,0.078157253,0.921842747,1,2,2,-2,1,1,39,2,-1,1,25
1011,0.032467206,0.967532794,1,2,1,-2,1,1,52,2,-1,1,25
1012,0.043720673,0.956279327,1,6,1,-2,1,2,27,2,-1,2,25
1013,0.233062056,0.766937944,1,2,1,6,1,1,33,1,-1,1,25
1014,0.319247254,0.680752746,2,1,2,-2,4,2,72,2,-1,1,25
1015,0.276362109,0.723637891,2,1,1,5,5,2,54,2,-1,2,25
1016,0.724735342,0.275264658,2,2,1,5,7,2,56,1,-1,1,25
1017,0.205850664,0.794149336,-2,6,1,4,2,1,62,1,-1,1,25
1018,0.093864743,0.906135257,-2,2,2,-2,1,1,64,1,-1,5,25
1019,0.054992684,0.945007316,1,2,2,-2,3,1,58,2,-1,1,25
1020,0.034382876,0.965617124,1,2,1,-2,1,1,52,2,-1,1,25
1021,0.229135426,0.770864574,-2,2,1,6,5,1,24,2,-1,2,25
1022,0.03742116,0.96257884,1,2,1,-2,3,2,22,1,-1,2,25
1023,0.191487378,0.808512622,1,3,1,5,4,1,23,2,-1,2,25
1024,0.282154913,0.717845087,1,2,1,4,5,1,20,1,-1,2,25
1025,0.210769586,0.789230414,-2,2,2,7,3,-9,-2,1,-1,1,25
1026,0.069744998,0.930255002,1,2,1,-2,2,2,36,2,-1,1,25
1027,0.540659016,0.459340984,-2,1,2,-2,5,2,23,1,-1,2,25
1028,0.03180779,0.96819221,1,2,1,2,1,1,41,1,-1,1,25
1029,0.063776892,0.936223108,-2,2,2,4,3,1,33,1,-1,1,25
1030,0.125533232,0.874466768,1,2,2,-2,4,2,50,2,-1,1,25
1031,0.104396619,0.895603381,1,3,1,2,3,2,29,1,-1,-8,26
1032,0.662065947,0.337934053,-2,1,1,4,5,1,25,1,-1,3,26
1033,0.058361527,0.941638473,1,2,2,3,3,2,29,2,-1,1,26
1034,0.145580436,0.854419564,1,1,1,2,2,2,24,1,-1,3,26
1035,0.150841639,0.849158361,1,1,2,4,4,2,26,2,-1,2,26
1036,0.303047095,0.696952905,2,1,2,5,6,1,22,2,-1,2,26
1037,0.162320655,0.837679345,-2,1,2,4,3,1,29,1,-1,4,26
1038,0.039744074,0.960255926,1,1,1,1,1,2,42,2,-1,2,26
1039,0.044845399,0.955154601,1,1,1,2,1,2,53,2,-1,2,26
1040,0.882221314,0.117778686,2,1,1,6,5,1,83,2,-1,1,26
1041,0.75577473,0.24422527,2,1,1,4,5,1,-2,1,-1,-9,26
1042,0.903728759,0.096271241,2,1,1,-2,7,2,22,1,-1,2,26
1043,0.4501815,0.5498185,-2,1,2,4,5,1,28,2,-1,3,26
1044,0.09198845,0.90801155,1,1,1,1,1,2,51,1,-1,3,26
1045,0.850584343,0.149415657,2,1,1,5,7,2,55,1,-1,3,26
1046,0.133812755,0.866187245,-2,1,2,2,2,1,39,2,-1,3,26
1047,0.138138238,0.861861762,2,1,2,-2,3,1,37,1,-1,2,26
1048,0.69864761,0.30135239,-2,1,-6,5,6,1,33,1,-1,-6,26
1049,0.901516553,0.098483447,2,1,1,6,7,2,60,2,-1,1,26
1050,0.236822595,0.763177405,1,1,1,4,1,1,43,1,-1,1,26
1051,0.098612484,0.901387516,1,6,1,-2,3,2,65,2,-1,1,26
1052,0.146607053,0.853392947,1,1,1,-2,3,2,21,2,-1,1,26
1053,0.459229807,0.540770193,-2,1,1,4,5,1,-2,2,-1,2,26
1054,0.362051933,0.637948067,-2,1,2,-2,2,1,61,2,-1,1,26
1055,0.174479884,0.825520116,1,1,1,4,1,1,38,2,-1,1,26
1056,0.028797083,0.971202917,1,6,1,1,1,2,58,2,-1,-9,26
1057,0.028352311,0.971647689,1,2,1,-2,1,1,32,1,-1,3,26
1058,0.177260861,0.822739139,1,5,1,-2,3,2,23,1,-1,3,26
1059,0.065140734,0.934859266,1,1,1,2,1,2,40,2,-1,1,27
1060,0.06805409,0.93194591,1,1,1,2,1,2,55,2,-1,3,27
1061,0.120305495,0.879694505,1,1,1,4,3,1,53,1,-1,3,27
1062,0.053173992,0.946826008,-2,1,1,2,1,2,65,2,-1,4,27
1063,0.685620181,0.314379819,2,1,1,6,4,1,59,2,-1,1,27
1064,0.278274738,0.721725262,1,-9,1,-2,2,2,-2,1,-1,3,27
1065,0.038183881,0.961816119,1,1,1,2,1,2,38,2,-1,2,27
1066,0.052053591,0.947946409,1,2,1,-2,4,1,40,2,-1,2,27
1067,0.0347799,0.9652201,1,1,1,2,1,2,35,2,-1,2,27
1068,0.118797914,0.881202086,1,1,1,2,2,1,39,1,-1,3,27
1069,0.049663463,0.950336537,1,2,1,5,1,1,49,2,-1,2,27
1070,0.017388144,0.982611856,1,2,1,-2,1,1,56,2,-1,4,27
1071,0.017835853,0.982164147,5,6,1,1,3,2,31,2,-1,4,27
1072,0.01709692,0.98290308,1,2,1,2,1,1,41,2,-1,2,27
1073,0.051551195,0.948448805,1,2,1,-2,2,1,43,2,-1,2,27
1074,0.148679359,0.851320641,-9,2,2,-2,-2,1,60,2,-1,2,27
1075,0.112052758,0.887947242,1,2,1,4,1,1,29,1,-1,1,27
1076,0.016682145,0.983317855,1,2,1,-2,1,1,48,1,-1,4,27
1077,0.05795412,0.94204588,-2,2,1,-2,2,1,55,2,-1,2,27
1078,0.403943495,0.596056505,-2,1,2,-2,2,1,23,1,-1,1,27
1079,0.941292331,0.058707669,2,1,1,6,7,1,22,1,-1,1,27
1080,0.213498575,0.786501425,1,1,2,-2,2,1,72,2,-1,2,27
1081,0.159116232,0.840883768,-2,1,2,3,3,2,57,1,-1,1,27
1082,0.179338506,0.820661494,1,1,1,5,3,1,47,1,-1,1,27
1083,0.065492225,0.934507775,1,1,1,-2,3,1,29,2,-1,4,27
1084,0.760915958,0.239084042,-2,1,1,6,4,2,67,1,-1,1,27
1085,0.76492819,0.23507181,-2,1,1,7,4,1,74,2,-1,1,27
1086,0.164002315,0.835997685,1,1,1,4,3,2,56,1,-1,1,27
1087,0.591299979,0.408700021,-2,1,1,4,3,1,56,1,-1,1,28
1088,0.759422982,0.240577018,2,1,1,5,6,1,22,1,-1,2,28
1089,0.974169154,0.025830846,2,1,1,7,7,1,68,1,-1,1,28
1090,0.977830908,0.022169092,2,1,1,6,7,1,87,1,-1,1,28
1091,0.282431461,0.717568539,-2,1,2,2,3,2,54,2,-1,1,28
1092,0.827549339,0.172450661,2,1,1,5,6,1,71,1,-1,2,28
1093,0.895866086,0.104133914,-2,1,1,6,4,1,20,2,-1,1,28
1094,0.929377675,0.070622325,-2,1,-6,7,7,1,53,2,-1,-6,28
1095,0.977177666,0.022822334,2,1,1,6,7,1,62,1,-1,1,28
1096,0.854581141,0.145418859,-2,1,-6,6,5,1,40,2,-1,-6,28
1097,0.565931339,0.434068661,1,6,1,4,1,1,55,1,-1,1,28
1098,0.390531255,0.609468745,1,6,1,3,2,2,19,2,-1,1,29
1099,0.935080341,0.064919659,2,1,1,6,7,1,45,2,-1,2,29
1100,0.875562459,0.124437541,-2,1,-6,4,7,2,32,1,-1,-6,29
1101,0.4135965,0.5864035,1,1,1,4,3,1,78,2,-1,2,29
1102,0.471882779,0.528117221,1,1,1,4,1,2,52,1,-1,1,29
1103,0.403289656,0.596710344,1,1,1,3,3,2,83,1,-1,2,29
1104,0.963517314,0.036482686,2,1,1,7,7,1,79,2,-1,1,29
1105,0.307212596,0.692787404,-2,1,2,4,3,1,31,2,-1,2,29
1106,0.791381014,0.208618986,-2,1,1,4,4,1,54,1,-1,1,29
1107,0.598439234,0.401560766,-2,1,-6,4,2,2,50,1,-1,-6,29
1108,0.956342773,0.043657227,-2,1,1,6,5,1,77,1,-1,1,29
1109,0.690803796,0.309196204,2,1,1,5,5,1,45,1,-1,2,31
1110,0.764911864,0.235088136,-2,1,2,-2,5,2,22,2,-1,1,31
1111,0.536441154,0.463558846,-2,1,1,4,5,2,24,2,-1,3,31
1112,0.333080828,0.666919172,1,1,2,3,4,1,73,2,-1,2,31
1113,0.378610665,0.621389335,-2,1,1,3,4,2,18,1,-1,2,31
1114,0.222050091,0.777949909,2,1,2,-2,3,1,44,2,-1,1,31
1115,0.393797137,0.606202863,2,1,1,4,6,1,-2,2,-1,2,31
1116,0.420229351,0.579770649,1,1,2,4,4,1,26,2,-1,1,31
1117,0.896081379,0.103918621,2,1,1,6,7,2,56,2,-1,1,31
1118,0.916874394,0.083125606,2,1,1,6,7,1,46,2,-1,1,31
1119,0.049867895,0.950132105,1,2,1,-2,1,1,81,1,-1,2,32
1120,0.848744712,0.151255288,2,1,1,-2,5,1,73,2,-1,1,32
1121,0.163216948,0.836783052,1,2,1,-2,2,1,24,1,-1,1,32
1122,0.08582084,0.91417916,1,1,1,2,1,1,68,1,-1,2,32
1123,0.770523013,0.229476987,2,1,1,5,5,1,65,1,-1,4,32
1124,0.839469417,0.160530583,2,1,2,6,5,1,76,2,-1,1,32
1125,0.245850092,0.754149908,-2,1,2,3,4,1,65,1,-1,2,34
1126,0.084990511,0.915009489,-2,5,-6,4,3,1,39,1,-1,-6,34
1127,0.488584057,0.511415943,2,1,1,4,5,1,67,2,-1,2,34
1128,0.032904254,0.967095746,1,2,1,2,1,1,63,1,-1,3,34
1129,0.053379241,0.946620759,1,2,1,3,1,2,43,1,-1,3,34
1130,0.329394504,0.670605496,2,5,1,6,2,1,-2,1,-1,2,34
1131,0.111570825,0.888429175,-2,2,1,-9,4,1,-2,2,-1,1,34
1132,0.013570933,0.986429067,1,2,1,2,1,1,42,2,-1,2,34
1133,0.100782839,0.899217161,-9,2,1,4,4,1,29,2,-1,1,34
1134,0.150120673,0.849879327,1,2,1,6,1,2,46,2,-1,3,34
1135,0.023120703,0.976879297,-2,2,-6,1,3,2,45,1,-1,-6,34
1136,0.037445561,0.962554439,1,2,1,4,1,1,63,2,-1,4,34
1137,0.023846631,0.976153369,1,2,1,1,1,2,42,1,-1,5,34
1138,0.062923235,0.937076765,1,2,1,3,2,1,25,2,-1,3,34
1139,0.021719416,0.978280584,1,2,1,1,1,1,34,2,-1,5,34
1140,0.033705668,0.966294332,-2,2,1,-8,3,2,35,2,-1,1,34
1141,0.025368154,0.974631846,1,2,1,2,1,1,42,2,-1,3,34
1142,0.457374011,0.542625989,2,2,1,4,5,2,64,1,-1,1,34
1143,0.082817245,0.917182755,1,2,1,4,1,1,38,1,-1,1,34
1144,0.0286447,0.9713553,1,2,1,3,1,1,31,1,-1,2,34
1145,0.168510293,0.831489707,1,1,2,4,1,1,47,1,-1,1,36
1146,0.061925589,0.938074411,-9,1,1,4,3,1,-2,2,-1,2,36
1147,0.136105481,0.863894519,1,1,1,3,2,2,21,1,-1,2,36
1148,0.047907035,0.952092965,1,5,1,2,3,2,51,1,-1,2,36
1149,0.226225099,0.773774901,-2,1,1,4,4,1,-2,1,-1,2,36
1150,0.186074955,0.813925045,1,1,1,4,4,2,22,1,-1,2,36
1151,0.58773439,0.41226561,-2,1,1,5,5,2,36,1,-1,1,36
1152,0.936652715,0.063347285,2,1,1,6,7,1,57,1,-1,1,36
1153,0.377879532,0.622120468,2,1,1,5,5,2,26,1,-1,2,36
1154,0.057506255,0.942493745,-2,1,-6,4,3,2,21,1,-1,-6,36
1155,0.034922894,0.965077106,1,1,1,2,-2,2,21,2,-1,5,36
1156,0.093127579,0.906872421,-2,1,1,3,2,1,22,2,-1,2,36
1157,0.061714563,0.938285437,1,1,2,2,3,1,90,2,-1,2,36
1158,0.648382506,0.351617494,2,1,1,-2,6,2,55,1,-1,1,36
1159,0.029434924,0.970565076,1,1,1,2,3,1,58,2,-1,-8,36
1160,0.046170969,0.953829031,1,2,1,4,1,2,22,1,-1,2,36
1161,0.080125056,0.919874944,-2,1,2,3,3,2,23,1,-1,3,36
1162,0.151258307,0.848741693,-2,1,2,4,2,2,21,1,-1,2,36
1163,0.021883508,0.978116492,1,2,1,2,1,1,82,1,-1,2,36
1164,0.849152643,0.150847357,-2,1,2,7,7,1,90,2,-1,1,36
1165,0.273499494,0.726500506,2,1,2,6,6,1,52,2,-1,2,36
1166,0.094365728,0.905634272,1,1,1,3,1,1,-2,2,-1,3,36
1167,0.209992086,0.790007914,2,1,1,4,2,1,72,1,-1,4,36
1168,0.817031874,0.182968126,2,1,1,6,7,1,60,2,-1,2,36
1169,0.028604354,0.971395646,1,1,1,2,1,1,58,2,-1,2,36
1170,0.212964712,0.787035288,-2,2,1,-2,5,2,20,2,-1,5,36
1171,0.446111477,0.553888523,1,1,1,5,6,2,46,1,-1,1,36
1172,0.384275527,0.615724473,-2,1,1,-2,6,2,27,2,-1,1,36
1173,0.078032313,0.921967687,-2,1,2,6,3,1,36,2,-1,3,36
1174,0.245399064,0.754600936,-2,1,2,3,2,1,24,1,-1,1,36
1175,0.127770223,0.872229777,-2,1,2,2,6,1,52,1,-1,3,36
1176,0.024391598,0.975608402,1,1,1,2,1,2,39,2,-1,2,36
1177,0.762911034,0.237088966,-2,1,1,4,7,-8,28,1,-1,3,36
1178,0.363959461,0.636040539,1,6,1,4,4,1,35,1,-1,3,37
1179,0.58860199,0.41139801,-2,5,2,-2,4,1,60,1,-1,1,37
1180,0.232497409,0.767502591,1,2,1,5,4,2,34,1,-1,1,37
1181,0.403591367,0.596408633,1,1,1,-8,2,1,20,1,-1,3,37
1182,0.13729081,0.86270919,-2,3,1,2,3,2,-2,1,-1,2,37
1183,0.048937808,0.951062192,1,2,1,-2,3,1,25,1,-1,3,37
1184,0.357826051,0.642173949,2,2,1,4,6,1,43,1,-1,1,37
1185,0.132737183,0.867262817,1,6,2,2,1,1,27,2,-1,2,37
1186,0.094813855,0.905186145,1,2,1,3,2,2,29,1,-1,2,37
1187,0.273331583,0.726668417,1,2,1,6,1,1,46,1,-1,3,37
1188,0.588474126,0.411525874,2,1,1,5,6,1,23,2,-1,1,37
1189,0.191089225,0.808910775,1,4,1,4,1,1,53,2,-1,2,37
1190,0.140309378,0.859690622,1,1,1,4,3,1,21,2,-1,2,37
1191,0.046931051,0.953068949,1,6,1,-2,1,1,25,2,-1,2,37
1192,0.046749968,0.953250032,1,2,1,-2,3,1,35,2,-1,1,37
1193,0.064405868,0.935594132,1,2,1,4,1,1,38,2,-1,2,37
1194,0.403567355,0.596432645,1,6,1,6,1,1,-2,1,-1,4,37
1195,0.316731568,0.683268432,-2,6,2,5,3,1,76,2,-1,2,37
1196,0.234680295,0.765319705,1,6,2,5,3,1,61,2,-1,2,37
1197,0.346256125,0.653743875,1,1,1,4,2,1,80,2,-1,2,37
1198,0.028703686,0.971296314,1,2,1,2,1,1,54,2,-1,2,37
1199,0.117651868,0.882348132,1,2,1,4,1,1,57,1,-1,2,37
1200,0.203268796,0.796731204,1,2,1,4,2,1,52,2,-1,1,37
1201,0.315026997,0.684973003,1,2,1,6,1,1,50,1,-1,1,37
1202,0.209005929,0.790994071,-2,6,1,4,3,1,65,2,-1,5,37
1203,0.119457034,0.880542966,1,2,2,-2,1,1,63,2,-1,1,37
1204,0.459626252,0.540373748,1,6,-6,6,1,1,30,1,-1,-6,37
1205,0.097578669,0.902421331,-2,2,2,-2,1,2,68,2,-1,2,37
1206,0.297886337,0.702113663,1,2,1,6,1,1,66,2,-1,1,37
1207,0.417693919,0.582306081,1,6,1,6,1,1,42,2,-1,1,37
1208,0.161999937,0.838000063,-2,2,2,4,2,1,29,1,-1,2,37
1209,0.074571852,0.925428148,1,2,1,2,2,2,35,2,-1,1,37
1210,0.060058233,0.939941767,1,2,1,1,3,1,55,2,-1,1,37
1211,0.207896421,0.792103579,1,2,1,6,2,1,37,1,-1,2,37
1212,0.042255111,0.957744889,-2,2,1,-2,1,2,58,2,-1,1,37
1213,0.033148301,0.966851699,1,2,1,-2,1,1,19,2,-1,1,37
1214,0.165056643,0.834943357,1,2,2,3,2,1,-2,2,-1,3,37
1215,0.076728933,0.923271067,1,2,2,1,1,1,55,2,-1,2,37
1216,0.292823755,0.707176245,1,2,1,7,1,2,20,2,-1,1,37
1217,0.113862741,0.886137259,1,2,2,3,3,1,63,1,-1,2,37
1218,0.126415051,0.873584949,1,2,2,-2,2,1,24,1,-1,3,37
1219,0.227427587,0.772572413,1,2,2,-2,2,1,65,1,-1,2,37
1220,0.20493181,0.79506819,1,5,1,4,1,1,33,1,-1,4,37
1221,0.026441562,0.973558438,-2,2,1,2,1,1,49,2,-1,2,37
1222,0.176934726,0.823065274,1,2,1,4,1,1,70,2,-1,1,37
1223,0.109078823,0.890921177,1,2,2,4,2,2,22,2,-1,2,37
1224,0.12977563,0.87022437,1,2,1,5,1,1,43,1,-1,3,37
1225,0.315026975,0.684973025,1,2,1,6,1,1,50,1,-1,1,37
1226,0.05993189,0.94006811,1,2,1,2,1,1,73,2,-1,1,37
