ID,Inc,Hisp,Age,WHITE,Gender
R_9QNR2jIkWrdm44J,$75K to $100K,Not Hispanic,67,White,Male
R_3eLQfpnADkCbdVH,$100K to $150K,Not Hispanic,21,White,Female
R_bQ0HVMkeUEUjsxv,$150K to $200K,Not Hispanic,38,White,Female
R_2hKRPaO69MdwAIJ,$25K to $50K,Not Hispanic,24,White,Female
R_8hNTRPHCPG54HcN,$100K to $150K,Not Hispanic,37,White,Female
R_81gENs6vVcw9mh7,$50K to $75K,,,,Female
R_3fO3aaNfVN5O8gl,$25K to $50K,,,Non-white,Female
R_aWA9kiKRwwfF8hf,$50K to $75K,Not Hispanic,35,White,Female
R_6Xak0pwrdTGiSYB,$15K to $25K,Not Hispanic,27,Non-white,Female
R_80bwrFqxwVZAuAR,$100K to $150K,Not Hispanic,54,White,Female
R_bsGSAm6xfiZd1oV,$25K to $50K,Not Hispanic,67,White,Male
R_6sbTaNF5rp0zLjn,$75K to $100K,Not Hispanic,62,White,Male
R_0lfLVxOjGyuADdP,$150K to $200K,Not Hispanic,53,White,Female
R_2tMPoy8O6A3LZbv,Prefer not to answer,Not Hispanic,40,White,Male
R_0IXObqrwZ2nLbq5,$25K to $50K,Not Hispanic,62,White,Male
R_6tUAbDGzc7EoJyB,Less than $15K,Not Hispanic,49,White,Male
R_bOscolwbW2rPqOp,$100K to $150K,Hispanic,67,White,Male
R_bjFEoM9RFcwxSi9,$50K to $75K,Not Hispanic,23,Non-white,Female
R_0O5iF1SuZknS4Zv,$25K to $50K,Not Hispanic,75,White,Male
R_9uXJK2uYKjmLwNf,Prefer not to answer,Not Hispanic,62,White,Male
R_9S1Oa1u0oiAbKkZ,$15K to $25K,Not Hispanic,,White,Female
R_1SsVSkkUKduuidT,$25K to $50K,Not Hispanic,54,White,Male
R_0j6UJpMHBRx0bxr,$25K to $50K,Not Hispanic,48,White,Female
R_bxEx8TqmDEzFG8R,$75K to $100K,Not Hispanic,34,White,Female
R_e4XxrwHV4M79GcZ,$100K to $150K,Not Hispanic,35,White,Female
R_d9XojMxz6sYdkGx,$25K to $50K,Hispanic,,White,Female
R_6rH980pOKpabc2x,$25K to $50K,Not Hispanic,29,White,Female
R_08MvvRHu7zKB2OV,$25K to $50K,,59,White,Female
R_3yDao01l9YJmQ17,$15K to $25K,Not Hispanic,60,Non-white,Female
R_cRXWPsbNv3Zq7XL,$100K to $150K,Not Hispanic,56,White,Male
R_3xjdZTXdRihhF7n,$50K to $75K,Not Hispanic,41,White,Female
R_6zNtnF44ZnM8OiN,$100K to $150K,Not Hispanic,66,White,Male
R_3E6Y2WRSGKcEF2l,$150K to $200K,Not Hispanic,57,White,Male
R_cUgqyZKpF3UM5x3,$100K to $150K,Not Hispanic,31,White,Male
R_a33Z2gdui5hMUh7,$100K to $150K,,50,White,Male
R_bOYts3BV1yLWVRr,$100K to $150K,Not Hispanic,72,White,Female
R_cTIw82TiJRWuKyN,$75K to $100K,Not Hispanic,54,White,Female
R_9BpaPj7n0nYWN0x,Less than $15K,,,,Female
R_4OPSxspY6GSef4h,$50K to $75K,Not Hispanic,,White,Female
R_cx3jF21Iinv2POd,$100K to $150K,Not Hispanic,39,White,Male
R_0OLMrhg7uvHJ9Rj,$50K to $75K,Not Hispanic,,White,Male
R_2ou7QuGAaUCLxTT,$75K to $100K,Not Hispanic,38,White,Female
R_2r8Z2w4tsrRUd2l,$200K to $250K,Not Hispanic,32,Non-white,Female
R_aYphnWimRNUA1Jb,$100K to $150K,,44,White,Female
R_eeBrwA9w7807R0p,$75K to $100K,Not Hispanic,47,White,Male
R_0iAf5tRpdwYEwnz,$50K to $75K,Not Hispanic,25,Non-white,Female
R_3fRFG4YyY228tmd,$150K to $200K,Not Hispanic,50,White,Female
R_781XwdGiInuztFH,$75K to $100K,,46,Non-white,Male
R_9ucTZDSETvVDyrH,$75K to $100K,Not Hispanic,43,Non-white,Female
R_37vngndqmTC91E9,$50K to $75K,,60,White,Female
R_3DJaI4dFhmOh63b,$100K to $150K,,,White,Female
R_24yhNImtSO1RYm9,$15K to $25K,Not Hispanic,44,White,Male
R_1ZlmykupVW8wJrT,$150K to $200K,Not Hispanic,65,White,Male
R_01bAqUhtjvw9r3T,Less than $15K,Not Hispanic,39,White,Female
R_cwmMBJ6nf1grNTn,$75K to $100K,Not Hispanic,54,White,Male
R_0IJ4BdBsOqNlz5b,Less than $15K,Not Hispanic,49,White,Female
R_3EisUZNMJVZcUJv,Prefer not to answer,Not Hispanic,68,White,Male
R_2cvsJOjN23BfhUF,$100K to $150K,Not Hispanic,,White,Male
R_5u9skCbFoCloADz,$50K to $75K,Not Hispanic,34,White,Male
R_0GLdPfUeBmUNh2Z,$50K to $75K,Not Hispanic,67,White,Female
R_bgfw8H0k3qSRwfr,$25K to $50K,Not Hispanic,51,White,Female
R_7U2UiKMx23pbshf,$150K to $200K,Not Hispanic,52,White,Female
R_6o5Jtpw3TfUkiRn,$150K to $200K,Not Hispanic,65,White,Male
R_eIENR9FEG5gWuVv,$150K to $200K,Not Hispanic,36,White,Male
R_0I2gzmjSpRRVjRH,$25K to $50K,Not Hispanic,36,Non-white,Male
R_41OqcMdSIuLIamF,$50K to $75K,Not Hispanic,44,White,Female
R_3JLwZbYfCWIS8ap,$15K to $25K,Not Hispanic,68,White,Female
R_cA33pSKsqldsSMJ,$50K to $75K,Not Hispanic,38,White,Female
R_7O0iaic0dYodzBr,Prefer not to answer,Not Hispanic,29,White,Male
R_24YHWVV2dSEzzx3,$25K to $50K,Not Hispanic,28,Non-white,Female
R_0ktrVe928HziOLb,$75K to $100K,Hispanic,39,White,Female
R_6lBAIf92h7LMzFH,$75K to $100K,Not Hispanic,26,White,Male
R_8cZaUOd2000V2Kh,Less than $15K,Not Hispanic,28,White,Male
R_7NVyUnUZXoAUaiN,$15K to $25K,,24,Non-white,Female
R_0eWVQRUnHKb7SHX,$150K to $200K,Not Hispanic,46,White,Female
R_d0v3xACGs8u3kyx,$50K to $75K,Not Hispanic,57,White,Female
R_3xbezge3uSNbA3P,$150K to $200K,Not Hispanic,74,White,Male
R_eWl1zuz8kKProz3,Prefer not to answer,Not Hispanic,59,White,Male
R_9vFDtlpxW3w7KOV,$100K to $150K,Not Hispanic,65,White,Male
R_0qPEN78cegmoKnb,$50K to $75K,Not Hispanic,56,White,Female
R_cNfaQlnHjMRaKz3,Prefer not to answer,Not Hispanic,34,Non-white,Female
R_2cug19FxaYDVN6l,$150K to $200K,Not Hispanic,40,White,Female
R_839L1Or9vyTxM9v,$150K to $200K,Not Hispanic,51,White,Female
R_ehrhzGDNPYWWmPP,$75K to $100K,Not Hispanic,53,White,Male
R_6nXBqrNiUVBD11X,$50K to $75K,Not Hispanic,56,White,Male
R_eh55HZRyGbjvsUt,$25K to $50K,Not Hispanic,42,Non-white,Male
R_abG5Z0Iqz7IH4S9,$50K to $75K,Not Hispanic,61,White,Male
R_3qIcqfMJJ5hGxcF,$100K to $150K,Not Hispanic,71,White,Male
R_6zAq4Rs7a4Lml9P,$100K to $150K,Not Hispanic,46,White,Female
R_6Pdz9U8dmrFt7kV,$50K to $75K,Not Hispanic,59,Non-white,Female
R_0uJ9QbUWzKatFgV,$50K to $75K,Not Hispanic,50,White,Female
R_3aPK5aEyp2TuCqh,$100K to $150K,Not Hispanic,34,White,Female
R_5zoNU3f4MaESjzv,$25K to $50K,Not Hispanic,22,Non-white,Male
R_0DqDUqjwRwjzMyx,$25K to $50K,Not Hispanic,32,Non-white,Male
R_9tBvmjla2XlDR9X,$100K to $150K,Not Hispanic,52,White,Male
R_0xgT7nQ4eHNUSOh,$75K to $100K,Hispanic,34,Non-white,Male
R_cFULib8n3SepDSJ,$25K to $50K,Not Hispanic,53,White,Female
R_6JSp7gBgYzvwE5f,$75K to $100K,Hispanic,25,Non-white,Female
R_eaoQ8AC61GYZYYB,$50K to $75K,Not Hispanic,25,White,Female
R_6J4yQpEAV6CjMmp,Prefer not to answer,Not Hispanic,45,White,Female
R_0jkOX9ANo8ZUQ4t,$50K to $75K,Not Hispanic,27,White,Male
R_7WiaOjhzziBqYVT,$75K to $100K,Not Hispanic,26,White,Male
R_3LcSi9Zpm0XFjMx,$150K to $200K,Not Hispanic,46,White,Male
R_6m5hb2FeX6Y7MBT,$50K to $75K,Not Hispanic,21,Non-white,Female
R_6KxMSPt01wSEJ5H,$150K to $200K,Not Hispanic,56,White,Male
R_9oELYPWHchXHbY9,$100K to $150K,Not Hispanic,29,Non-white,Male
R_bQHXimeGWVzu37n,$50K to $75K,Not Hispanic,24,Non-white,Female
R_6WgAIhGpiJii5H7,Prefer not to answer,Not Hispanic,53,White,Male
R_82giDsHhWTZNxeB,$150K to $200K,Not Hispanic,,White,Male
R_brotjMzUIuPP7iB,$50K to $75K,,23,White,Male
R_cTID5Cevn00xjsF,Prefer not to answer,Not Hispanic,41,White,Female
R_a4eDkqHRLvvUydT,$25K to $50K,Not Hispanic,49,White,Male
R_8BA7rctBCweoRHn,$50K to $75K,Not Hispanic,27,White,Male
R_8H3DMVLRvZVemP3,$200K to $250K,Not Hispanic,62,White,Female
R_79e9KfgajQpaLpH,$100K to $150K,Hispanic,24,Non-white,Male
R_1XNm7m18QvVC9jT,$25K to $50K,Hispanic,41,White,Female
R_8Igth0MI3OP6irz,$25K to $50K,Not Hispanic,34,White,Male
R_0qutU1gZr7dMKt7,$50K to $75K,Not Hispanic,27,White,Male
R_eqXqsT2yNr3xTY9,$50K to $75K,Not Hispanic,42,White,Male
R_8ICtIvQTxLcE7B3,$100K to $150K,Not Hispanic,46,White,Female
R_3jF6k1sY4dKv40t,Less than $15K,Not Hispanic,38,White,Male
R_enWawGtWvTOMvXL,Less than $15K,Not Hispanic,28,Non-white,Female
R_3VhOYpF52JFd4EJ,Prefer not to answer,Not Hispanic,61,White,Male
R_cx8iabblhzzUfGZ,$150K to $200K,Not Hispanic,46,White,Male
R_6A6m0XrzEUwWSJ7,$15K to $25K,Not Hispanic,28,Non-white,Male
R_6lfKhDdKlC6RZhH,Prefer not to answer,Not Hispanic,24,Non-white,Male
R_bQ9ZYYSENvzdVL7,$50K to $75K,Not Hispanic,36,White,Female
R_8qQdkperULNvbeJ,$100K to $150K,,44,White,Female
R_5cNHId6RJV2i8K1,$75K to $100K,Not Hispanic,47,White,Female
R_dal2DDRov8sLpxb,$150K to $200K,Not Hispanic,40,White,Male
R_6eOlk2IyQRQEiAl,$100K to $150K,Not Hispanic,36,White,Male
R_3EmzKxnKXDiSs2V,$100K to $150K,Not Hispanic,21,White,Female
R_5A7RSrWuTYdqQPb,Less than $15K,Not Hispanic,58,White,Male
R_6X4KjcH2Lqbsx2B,$50K to $75K,Not Hispanic,35,White,Female
R_4MyHODIz8AaIfNr,$75K to $100K,Hispanic,25,White,Female
R_1S8aLCA4KIvUM6h,$25K to $50K,Not Hispanic,26,White,Male
R_b9E7wuhevB2ND8N,$15K to $25K,Not Hispanic,21,White,Female
R_1Ri87yVKV8cBztb,$150K to $200K,Not Hispanic,57,Non-white,Male
R_0Gmie8cavrhAyzz,$100K to $150K,Not Hispanic,28,White,Female
R_0csRzhFpvjOioDP,$25K to $50K,Not Hispanic,94,White,Female
R_5oHIkrnLROPgCQl,$75K to $100K,Not Hispanic,46,White,Female
R_e98DxnXKZktDtI1,$50K to $75K,Not Hispanic,33,White,Female
R_3mxdmAEoy7M3W05,$15K to $25K,Not Hispanic,27,Non-white,Male
R_ezf3A4PAtQE6d4V,$100K to $150K,Not Hispanic,44,White,Female
R_42Z3LnFoyU69oah,Prefer not to answer,Not Hispanic,24,Non-white,Female
R_b163IoV4j55iDNr,$150K to $200K,Not Hispanic,41,White,Male
R_42EysJatdzPAPGd,Less than $15K,Not Hispanic,26,Non-white,Female
R_ehrxSD2hvJsGhJX,$25K to $50K,,58,White,Female
R_dmt3oNlbfNQ2V9j,Less than $15K,Not Hispanic,26,Non-white,Female
R_ePXPcpANfMmeCnr,$75K to $100K,Hispanic,31,White,Female
R_40HC8K02e8a00hT,$100K to $150K,Not Hispanic,44,Non-white,Male
R_8H23rdP5o18x7Hn,$50K to $75K,Not Hispanic,47,White,Male
R_07z39SqPeUaAlrn,$75K to $100K,Not Hispanic,22,White,Female
R_6J7UDP9gyVv66y1,$25K to $50K,Not Hispanic,60,White,Female
R_3Q7as232yIkId9P,$75K to $100K,Not Hispanic,61,White,Female
R_5mW2ZoeARkHqW3P,$25K to $50K,Not Hispanic,60,Non-white,Female
R_bjbul7zsEJzEyvr,$50K to $75K,Hispanic,52,White,Female
R_9WDIlD6kySltosB,Prefer not to answer,,,,Male
R_bjhm5R74kpOirvn,$25K to $50K,Hispanic,,Non-white,Female
R_b7VZ00uBuy53VaJ,$100K to $150K,Not Hispanic,94,Non-white,Male
R_8dc67xlZYlIYWUZ,$150K to $200K,Not Hispanic,39,White,Female
R_5uTdMVXFXK9hrPD,$50K to $75K,Not Hispanic,26,White,Male
R_9mnBPQedZ0Fkx9j,$50K to $75K,Not Hispanic,26,White,Male
R_41qnMoNDuBjy13T,$75K to $100K,Not Hispanic,56,White,Female
R_ezVFeIC6YOoF5yJ,$25K to $50K,Not Hispanic,48,White,Female
R_3h3CAd3a5sH8BI9,$50K to $75K,Not Hispanic,65,White,Female
R_3fT8sC2hjI1tGAJ,$250K to $500K,Not Hispanic,32,White,Male
R_0DmdS5wmjmqy9w1,$100K to $150K,Not Hispanic,29,Non-white,Female
R_ePraLaUH7mfwPdj,$50K to $75K,Not Hispanic,22,White,Female
R_85GHUEDkGmqD7tH,$50K to $75K,Not Hispanic,29,White,Female
R_etis4xk5A4asvSB,$150K to $200K,Not Hispanic,30,White,Female
R_a9ntpqHGDXx5EPP,Prefer not to answer,Not Hispanic,67,White,Male
R_08MyDzSO4f5tk6F,$25K to $50K,Not Hispanic,58,White,Female
R_8p0ldj5rXgAaAfj,Prefer not to answer,Not Hispanic,55,White,Male
R_6M4toVUB88WrYlD,$50K to $75K,Not Hispanic,63,White,Female
R_cSmTCVDcZmE0VPT,$50K to $75K,Not Hispanic,54,Non-white,Female
R_b1kE1kFb9fqgR6J,$75K to $100K,Not Hispanic,39,Non-white,Male
R_6FNb2LvEraCf4kB,$50K to $75K,Not Hispanic,32,Non-white,Male
R_08LO6PDm42FYLlP,$100K to $150K,Not Hispanic,23,White,Female
R_034i8Kcri68bfEx,$25K to $50K,Not Hispanic,39,White,Female
R_bQV9z1uC8PQSBrD,$75K to $100K,Not Hispanic,19,Non-white,Male
R_b8jjObapUNg44Wp,$50K to $75K,Not Hispanic,50,White,Male
R_6Gyeormvpe0ZXa5,$50K to $75K,Hispanic,25,Non-white,Female
R_4My8IWv90svXXyR,$50K to $75K,Not Hispanic,22,White,Female
R_5sSuIXLydNhpxY1,$75K to $100K,Not Hispanic,43,White,Female
R_6hBeyX9jrfB5Eq1,$15K to $25K,Not Hispanic,38,Non-white,Male
R_6X3wjc2Jjx38Ljf,$100K to $150K,Not Hispanic,25,White,Male
R_afWJ1slAe7aUKKp,$25K to $50K,Not Hispanic,26,White,Male
R_38ePQ8C8ooOdwdn,$75K to $100K,Not Hispanic,45,White,Male
R_8kzMoy7psaT01Mx,$150K to $200K,Not Hispanic,45,Non-white,Female
R_79amx0wBzH3tWi9,$100K to $150K,Not Hispanic,40,White,Male
R_0j6TYjhyStBDncV,$75K to $100K,Hispanic,35,Non-white,Male
R_8iEv97GOqz5uPWt,$50K to $75K,Not Hispanic,22,White,Female
R_20nnUfnsJf1F15j,$50K to $75K,Not Hispanic,28,White,Female
R_6RIfTlSKlHlYZpz,$75K to $100K,Not Hispanic,33,White,Male
R_bKQw3F7jXLzflNH,$200K to $250K,Not Hispanic,62,White,Female
R_1XJi7idw1f9aTJj,$100K to $150K,Not Hispanic,66,White,Female
R_6DPdiJ8POiP4yWh,$75K to $100K,,39,White,Male
R_d08nTD7H9xPWE3r,Less than $15K,,54,White,Female
R_1FixTsdmaMCUUXH,$25K to $50K,Not Hispanic,57,White,Male
R_bKqwFtS9CblpoZD,$50K to $75K,Hispanic,20,White,Male
R_03wR7dn64AxyQh7,$50K to $75K,Not Hispanic,49,Non-white,Female
R_9B8rPAlu5IyoL6B,$50K to $75K,Not Hispanic,18,White,Male
R_e4dXo16GpzhE0nP,$150K to $200K,Hispanic,45,White,Male
R_1ZVQ5HVvZWZfVbf,$100K to $150K,Not Hispanic,25,Non-white,Female
R_0rE3TzzPaDGJSpT,$250K to $500K,Hispanic,24,White,Female
R_0qZ31OT18s1GTZj,$25K to $50K,Not Hispanic,27,White,Male
R_6KApeugmIicqoGV,$25K to $50K,Not Hispanic,23,Non-white,Male
R_3qqOLo8zLVPUdI9,$50K to $75K,Not Hispanic,22,White,Female
R_896zG20L1FhvOcd,$50K to $75K,Hispanic,26,White,Male
R_1YvDl8ZCFxZvEEJ,Less than $15K,Not Hispanic,92,White,Female
R_bNj5nBYEV27O2vb,Prefer not to answer,Not Hispanic,,Non-white,Male
R_2ghxSIvYfmvV6Kh,$75K to $100K,Not Hispanic,30,White,Female
R_205ZM89W9pXrnWl,$100K to $150K,Not Hispanic,20,Non-white,Male
R_1NX7b2FsYedRvaB,$75K to $100K,Not Hispanic,39,Non-white,Female
R_2mntxLKP30aSDQh,$75K to $100K,Not Hispanic,46,White,Male
R_6QN4JmzplxxsGcl,$50K to $75K,Hispanic,23,Non-white,Male
R_3K6s5svr5MgZvFP,$15K to $25K,Not Hispanic,69,White,Male
R_3t4OptyWy8Uddrv,Less than $15K,Hispanic,24,Non-white,Female
R_3XgXRANhbvjFns9,$75K to $100K,Not Hispanic,62,White,Female
R_1Fb2IRHeGX5RPVj,Prefer not to answer,Not Hispanic,73,White,Female
R_6SELacbX0orYiVf,$75K to $100K,Not Hispanic,23,White,Male
R_bvIfmdzQBdEmR0N,$15K to $25K,Not Hispanic,47,White,Male
R_0OfccLDgcaary1D,$100K to $150K,Not Hispanic,61,White,Female
R_dninAPV2HNhcPT7,$75K to $100K,Not Hispanic,,White,Female
R_5cez1SU9Xf1sCyh,$50K to $75K,Not Hispanic,54,White,Female
R_cDghioqlCF7UTFr,$25K to $50K,Hispanic,,Non-white,Male
R_03tnSHKv46S1jp3,$200K to $250K,Not Hispanic,38,White,Male
R_3ReLLNmMxqpZbDL,Less than $15K,Not Hispanic,22,White,Female
R_bjiM6bgOo1kgX3L,$75K to $100K,Not Hispanic,50,White,Female
R_01ZssxT2aQg8nyt,$100K to $150K,Not Hispanic,29,White,Male
R_9Y656VIHixe2bn7,$25K to $50K,Not Hispanic,20,White,Female
R_bsFM10LHxZm7ITH,$100K to $150K,Not Hispanic,59,Non-white,Male
R_6PBVmwXyNBspwyx,$25K to $50K,Not Hispanic,22,Non-white,Male
R_eeXCVmaKmVVfmHX,$50K to $75K,Not Hispanic,38,White,Female
R_3VN0Ml8itYTskIJ,$50K to $75K,Not Hispanic,61,White,Female
R_43dIFAvYnZcONql,$75K to $100K,Not Hispanic,59,White,Female
R_6SvQULYBxShcRRr,$100K to $150K,Not Hispanic,50,White,Male
R_9StRWc5o019BsIl,$150K to $200K,Not Hispanic,39,White,Male
R_9ttspaVdrHL8djn,$25K to $50K,Not Hispanic,53,White,Female
R_9Rh4IfIjZwP1plj,$15K to $25K,Not Hispanic,47,Non-white,Female
R_9ZBXcvcFpLbN7Ct,$25K to $50K,Not Hispanic,41,Non-white,Female
R_3VrkQVZBgVGVAzP,$100K to $150K,Not Hispanic,38,Non-white,Female
R_em9YeDcRMDztyRL,$50K to $75K,Not Hispanic,26,White,Female
R_4Uyvpo8G3r6rPfv,$25K to $50K,Not Hispanic,34,White,Female
R_0SXyT8u6N45VlIN,Prefer not to answer,Not Hispanic,51,White,Female
R_cP8E2vDjTyzpbwx,$15K to $25K,Not Hispanic,61,White,Female
R_bBg96iFuY79sHB3,$75K to $100K,Not Hispanic,55,White,Male
R_ePcXyfsm4NyQ8gl,$100K to $150K,Not Hispanic,25,White,Female
R_cTiC5GSOY2aYmDH,$25K to $50K,Not Hispanic,22,White,Female
R_4YhV67tdITjcY0l,$100K to $150K,Not Hispanic,54,White,Male
R_cBEFQcXoGZqDmjX,$25K to $50K,,63,White,Male
R_6l0EVDPZXKApEEJ,$75K to $100K,Not Hispanic,34,White,Female
R_9M3MyQ2Zw5D5Oex,$100K to $150K,Not Hispanic,28,White,Female
R_8A4BSMcsHofyJcV,$15K to $25K,Not Hispanic,48,Non-white,Male
R_8HyDn0l7UgPV7Lf,Less than $15K,Not Hispanic,67,White,Male
R_0uLhGG1r8J2b0Et,$25K to $50K,Not Hispanic,,White,Male
R_a2yTfcJgzVVNoXz,Less than $15K,Not Hispanic,34,Non-white,Male
R_88oYF95kI3kiFz7,$25K to $50K,Not Hispanic,44,Non-white,Female
R_3J13gLSEnwFrXNP,$200K to $250K,Not Hispanic,42,White,Female
R_ewIulCaWPgt5v2l,$50K to $75K,Not Hispanic,50,Non-white,Male
R_6QgIaTuprrvVXqR,$25K to $50K,Not Hispanic,20,White,Female
R_7OmqZMur4R7ThQ1,$50K to $75K,Not Hispanic,51,White,Male
R_3dS7EHDelaZxk9L,$25K to $50K,Not Hispanic,,White,Male
R_2sIdf7I7S0rc8Bf,$75K to $100K,Not Hispanic,58,White,Male
R_0W0GDJn18aDgh01,$75K to $100K,Not Hispanic,31,White,Male
R_9RFKRUGhgYHjMj3,$100K to $150K,Not Hispanic,50,White,Male
R_ahjiMPIW8WaVxm5,$200K to $250K,Not Hispanic,47,White,Male
R_0D7WkxunW1EhBt3,$100K to $150K,Not Hispanic,64,White,Male
R_1LgBSVhQs3L60p7,$75K to $100K,Not Hispanic,63,White,Male
R_bsBtXJeJuM2y6yh,$75K to $100K,Not Hispanic,,White,Male
R_ahDKrT6l1XJyuEJ,$150K to $200K,Not Hispanic,29,Non-white,Female
R_09gmdpfVf5Ydfdr,$200K to $250K,Not Hispanic,57,White,Female
R_8vpTZFQIBUE7Zkx,$25K to $50K,Not Hispanic,56,White,Female
R_8BNuamxK6Dwjmtf,$100K to $150K,Hispanic,45,Non-white,Female
R_ebxaYTTERHs3RJP,"More than $1,000K",Not Hispanic,26,White,Female
R_a2WHv62bu6JHarb,$25K to $50K,Not Hispanic,47,White,Male
R_6naetVUzLPYo5Hn,Less than $15K,Not Hispanic,47,White,Female
R_2siWFl2Fggea6yh,$250K to $500K,,48,White,Male
R_cDarARSbAAQrCD3,$100K to $150K,,53,White,Male
R_0lhvuUnQTrbEYbb,$100K to $150K,Not Hispanic,60,White,Male
R_eJLK0pMKFmfpYMZ,Less than $15K,Not Hispanic,,White,Male
R_0SqmSzfG3foMSA5,$50K to $75K,,40,White,Female
R_5nWNFfe30qDE5ZH,$50K to $75K,Not Hispanic,43,White,Male
R_6XMwgaClmiNX9qd,$50K to $75K,Not Hispanic,53,White,Male
R_3Dfq81UTSZ6lvoh,$100K to $150K,Not Hispanic,59,White,Female
R_03tVzmDU3E0XUfb,$50K to $75K,Not Hispanic,35,White,Female
R_5h9qC8sisQpjl6R,$100K to $150K,Not Hispanic,45,White,Female
R_8IXUygaV2943p4h,$75K to $100K,Not Hispanic,24,Non-white,Male
R_9zuMyUTCb0ibuuN,$25K to $50K,Not Hispanic,,Non-white,Female
R_cMxVS1ps20vQEgB,$25K to $50K,Not Hispanic,81,White,Female
R_5BDWn8KzO9eCBlX,$75K to $100K,Not Hispanic,38,White,Female
R_08ouQEb81BCY4dv,$150K to $200K,Hispanic,27,White,Male
R_9Ks1mPJEB9ar61T,$100K to $150K,Not Hispanic,46,White,Male
R_5pUngzpI1rdAp6d,$100K to $150K,Not Hispanic,31,White,Female
R_87aEtmq4ddBjRpX,$100K to $150K,Not Hispanic,,White,Male
R_bCP1n9wnK26fXVj,$15K to $25K,Not Hispanic,47,White,Male
R_aVpaf64xJu0w4Pb,$150K to $200K,Not Hispanic,39,White,Female
R_dhWKND9xagC2f7T,$50K to $75K,Not Hispanic,68,White,Female
R_eOJG686ajPASt4p,$75K to $100K,Not Hispanic,37,White,Female
R_0wagqKsq5B7kkYJ,$100K to $150K,Not Hispanic,58,White,Male
R_88MaMQazpzLpkHP,$75K to $100K,Not Hispanic,61,White,Female
R_egrYDelWxwIq6hf,$150K to $200K,Hispanic,24,White,Female
R_a62sSb4LqsyXKkt,Prefer not to answer,Not Hispanic,51,White,Female
R_afQXqIYtUMWV8wZ,$200K to $250K,,50,White,Female
R_0fHPW2I99LLyk9T,Less than $15K,Not Hispanic,49,White,Male
R_7WfefHYARPS3793,$50K to $75K,Not Hispanic,26,White,Male
R_0kdBYeeEmPgZRuB,$100K to $150K,Not Hispanic,23,White,Female
R_cO0bFvk1KgkaLZ3,$25K to $50K,,57,White,Female
R_bNklMYNyq7bQzxX,$100K to $150K,,35,White,Male
R_bvCEIqmEWjj8EIt,$150K to $200K,Not Hispanic,54,White,Male
R_7V5jJLOS4IpJQVL,$50K to $75K,Not Hispanic,44,White,Female
R_6mmUBCihk5O2CRn,$75K to $100K,Not Hispanic,64,White,Male
R_bDB9xnuanTzSQ5f,$75K to $100K,Not Hispanic,38,White,Male
R_0JayU7o7M7y4LS5,Prefer not to answer,Not Hispanic,31,White,Male
R_55T8ItOVbx6rXoh,$100K to $150K,Not Hispanic,28,White,Male
R_2odijDLEwah4MRL,$25K to $50K,,,,Male
R_8uz0ve5lFq2dkVv,Prefer not to answer,,,,Female
R_cAZWSkiCxXps8El,$75K to $100K,Not Hispanic,51,White,Male
R_eyzMdZLf69WzHdX,$25K to $50K,,60,White,Female
R_87mU7Bcjh4Iz1zf,$100K to $150K,Not Hispanic,53,Non-white,Male
R_5tJuy7BM7YNWTxr,$50K to $75K,Not Hispanic,36,Non-white,Female
R_aYqc0Rx5UznIioJ,$50K to $75K,,53,White,Male
R_5zoH9HWr16zPLSd,$100K to $150K,Not Hispanic,40,White,Female
R_0AlwjhmfYCc5RhH,$75K to $100K,Not Hispanic,36,Non-white,Male
R_eS6yRwJK1PiKx5H,$50K to $75K,,41,White,Female
R_bf7lLv6zWsx6Ga1,$50K to $75K,Not Hispanic,59,White,Male
R_abIInTGwwsTkY97,$25K to $50K,Not Hispanic,53,White,Female
R_0IciVS4yFQGPpGt,$100K to $150K,Not Hispanic,50,White,Female
R_02FNpydncvGEGnX,$75K to $100K,Not Hispanic,,Non-white,Female
R_cAWLkuXDUFt3a4Z,$75K to $100K,,,,Male
R_0Dmwk2SBy8JGYsZ,$100K to $150K,Not Hispanic,40,White,Female
R_3mhsFLXDJP0hGcd,$25K to $50K,Not Hispanic,29,White,Female
R_bj6YnQ3t2B1ucQJ,$50K to $75K,Not Hispanic,65,White,Male
R_ddwXogkswftGbYx,Prefer not to answer,Not Hispanic,44,White,Female
R_6VRCwtPM8jmsyIB,$100K to $150K,Not Hispanic,30,White,Female
R_8Ci3onMgrNWzsfX,$25K to $50K,Not Hispanic,30,White,Male
R_cTSJsqPeVtI9Cfz,$50K to $75K,Not Hispanic,61,White,Female
R_3POqbBegYDcxyJL,$100K to $150K,,49,White,Male
R_4Uh89lf4U2eDF5P,Prefer not to answer,Not Hispanic,49,White,Female
R_e3XWNOtpxOM0C9L,$75K to $100K,Hispanic,,White,Female
R_e5S9ioSyAXrKFVz,$25K to $50K,Not Hispanic,24,White,Female
R_3dZpHzhVFCHxbzD,$25K to $50K,Not Hispanic,,Non-white,Female
R_a4VnstrN7CELlLT,$15K to $25K,Not Hispanic,,White,Female
R_bCokhYGjAPHJBel,$75K to $100K,Not Hispanic,26,Non-white,Male
R_d6V7d03wPG0Iad7,$100K to $150K,Not Hispanic,40,White,Female
R_2oi3hOC1PURhE3j,$50K to $75K,Not Hispanic,62,White,Male
R_ea1YzEycaGdacap,$150K to $200K,Not Hispanic,42,White,Male
R_6zioosC7L8yXjrn,$100K to $150K,Not Hispanic,61,White,Male
