"","V160001_orig","V161342","V161310x","V161267","V161270","V161244","V162125x","V162174","V162256","V161126","V161155","V161158x","V162031x","V162062x","age_gpt3","church_goer_gpt3","discuss_politics_gpt3","education_gpt3","gender_gpt3","ideology_gpt3","patriotism_gpt3","pid7_gpt3","political_interest_gpt3","race_gpt3","votechoice_2016_gpt3","voted_2016_gpt3"
"823",301981,2,1,51,14,2,1,1,2,4,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"824",301982,1,1,75,9,2,2,1,2,6,2,6,1,2,28,1,1,12,1,5,1,7,2,1,42,1
"825",301983,2,1,56,13,1,1,2,3,4,2,7,1,2,35,2,1,12,1,7,1,5,1,1,2,1
"826",301984,2,1,67,10,1,1,2,2,3,1,1,1,1,30,2,1,12,1,3,1,2,1,1,1,1
"827",301985,2,5,37,6,1,4,1,3,99,3,-8,-2,-2,22,2,1,12,1,5,1,5,3,1,42,1
"828",301988,1,1,49,9,1,2,1,2,99,2,6,1,2,28,1,1,13,1,5,1,5,2,1,42,1
"829",301990,2,1,61,9,2,2,1,2,7,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"830",301992,-9,1,75,12,2,4,1,2,2,1,1,1,1,28,1,1,12,1,2,1,2,1,1,42,1
"831",301993,2,1,82,14,1,4,1,2,2,-9,-9,1,-9,30,1,1,12,1,5,1,1,1,1,42,1
"832",301999,1,1,25,10,1,1,1,4,4,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"833",302001,2,1,40,5,2,-6,-6,-6,7,1,1,-2,-2,22,1,1,12,1,2,1,7,1,1,42,0
"834",302007,2,1,45,14,1,3,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"835",302009,1,1,74,12,1,1,1,2,4,2,6,1,1,30,1,1,12,1,5,1,5,1,1,42,1
"836",302014,2,1,38,10,2,-6,-6,-6,3,3,4,-2,-2,24,1,1,12,1,3,1,2,3,1,42,0
"837",302016,2,1,61,10,1,1,1,1,7,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"838",302019,1,1,31,13,2,4,1,2,6,2,6,1,3,30,1,1,12,1,5,1,7,3,1,42,0
"839",302023,1,1,37,8,1,-6,-6,-6,99,3,3,-2,-2,30,1,1,12,1,3,1,5,1,1,1,1
"840",302027,2,1,62,9,1,2,1,2,4,2,6,1,2,29,1,1,12,1,5,1,5,2,1,42,1
"841",302029,2,1,82,8,1,1,1,2,6,2,6,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"842",302030,1,1,20,10,1,2,1,2,3,1,1,0,-2,22,2,1,12,2,2,1,2,2,1,42,1
"843",302032,2,1,61,14,1,1,2,2,4,5,4,1,2,38,2,1,12,1,5,1,5,1,1,42,1
"844",302033,1,1,56,11,2,-6,-6,-6,99,2,6,-2,-2,30,1,1,12,1,5,1,5,3,1,42,0
"845",302034,1,3,47,14,2,2,2,3,5,1,2,1,1,30,2,1,12,1,3,1,2,3,1,42,1
"846",302037,1,1,54,6,2,1,1,2,99,3,3,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"847",302040,2,1,70,12,2,1,1,2,6,3,4,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"848",302044,2,1,28,11,2,1,2,3,99,3,3,0,-2,29,2,1,12,1,3,1,5,3,1,42,0
"849",302047,2,5,49,9,1,2,1,2,99,1,1,1,1,29,1,1,12,1,3,1,1,2,1,42,1
"850",302048,2,1,45,9,2,2,2,3,5,3,5,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"851",302050,1,1,60,10,1,1,1,2,99,1,1,1,1,28,1,1,12,1,3,1,2,1,1,1,1
"852",302052,1,1,74,13,1,1,1,2,5,3,5,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"853",302053,1,1,33,15,1,2,1,1,4,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"854",302054,1,1,52,9,1,1,1,2,99,3,4,1,3,22,1,1,12,1,3,1,5,1,1,42,1
"855",302058,1,1,31,9,2,1,1,2,99,3,3,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"856",302067,2,1,70,5,1,1,1,4,3,3,4,-2,-2,22,2,1,12,1,2,1,2,1,1,42,1
"857",302069,2,1,26,11,1,-6,-6,-6,99,5,5,-2,-2,30,1,1,12,1,5,1,5,1,1,2,1
"858",302070,1,1,57,10,2,1,1,2,6,0,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"859",302074,2,5,60,13,1,1,1,1,5,2,6,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"860",302075,1,1,25,9,1,1,1,1,5,3,5,0,-2,22,2,1,12,1,5,1,2,1,1,42,1
"861",302076,1,1,74,9,1,1,1,2,7,2,7,1,2,21,1,1,12,1,5,1,7,1,1,2,1
"862",302077,2,1,42,10,2,2,2,2,4,3,5,-2,-2,24,2,1,12,1,5,1,5,3,1,42,0
"863",302078,1,1,46,13,1,1,1,3,4,2,6,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"864",302080,2,2,50,14,1,1,1,1,4,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"865",302083,1,1,59,10,1,1,1,2,6,3,5,1,2,35,1,1,13,1,5,1,7,1,1,2,1
"866",302089,1,1,56,10,1,2,1,3,7,5,5,0,-2,22,2,1,12,1,5,1,7,3,1,42,1
"867",302093,1,1,61,8,1,1,2,3,99,0,4,1,2,28,2,1,12,1,5,1,7,1,1,42,1
"868",302097,2,5,34,10,1,4,1,2,3,1,2,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"869",302099,1,5,55,9,2,1,1,2,4,3,4,-2,-2,24,1,1,12,1,5,1,5,2,1,42,0
"870",302100,1,5,37,9,2,2,1,3,99,3,3,1,1,28,1,1,12,1,3,1,5,2,1,42,1
"871",302101,2,1,20,9,1,2,1,2,99,2,6,1,2,29,1,1,12,1,5,1,5,2,1,42,1
"872",302103,1,2,62,10,1,4,1,2,1,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"873",302104,1,1,26,13,2,2,1,1,5,3,5,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"874",302105,2,1,45,12,2,4,2,2,3,1,2,0,-2,22,2,1,12,1,3,1,2,3,1,42,0
"875",302106,1,1,50,9,1,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"876",302115,2,1,21,9,2,1,2,2,99,3,3,-2,-2,22,2,1,12,1,3,1,5,3,1,42,0
"877",302117,1,5,52,9,1,1,2,4,5,2,6,1,-9,22,2,1,12,1,5,1,6,3,1,42,1
"878",302119,2,1,72,9,1,-6,-6,-6,5,2,7,-2,-2,30,1,1,12,1,7,1,5,1,1,2,1
"879",302121,1,6,35,13,2,-6,-6,-6,2,3,3,-2,-2,44,1,1,12,1,3,1,5,3,1,42,0
"880",302122,1,6,56,15,2,4,1,2,1,0,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"881",302123,1,1,63,9,1,1,1,2,4,1,1,1,1,24,1,1,12,1,2,1,5,1,1,1,1
"882",302124,2,1,85,10,2,2,1,2,1,1,1,0,-2,22,2,1,12,2,2,1,2,2,1,42,1
"883",302125,2,5,33,11,1,4,1,2,2,1,2,0,-2,22,2,1,12,1,3,1,2,3,1,42,1
"884",302126,1,5,26,10,1,2,1,2,6,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"885",302128,2,1,80,9,2,1,1,3,99,1,2,-2,-2,22,1,2,12,1,3,1,5,1,1,42,0
"886",302130,1,1,56,9,2,1,1,1,4,2,6,0,-2,22,2,1,12,1,5,1,5,3,1,42,0
"887",302132,1,1,68,15,2,1,1,2,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"888",302133,2,1,46,13,1,3,1,3,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"889",302136,2,5,42,9,2,1,1,1,3,3,4,1,1,24,1,1,12,1,2,1,1,1,1,42,1
"890",302138,1,1,51,11,2,4,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"891",302142,1,1,20,9,1,1,1,1,99,2,7,1,2,28,1,1,13,1,7,1,7,1,1,2,1
"892",302143,1,1,36,13,1,2,1,2,5,3,5,1,2,30,1,1,13,1,5,1,7,1,1,2,1
"893",302145,2,1,28,9,1,1,1,2,99,3,5,-2,-2,22,1,1,12,1,5,1,5,1,1,42,1
"894",302147,2,1,47,11,1,1,2,3,99,3,5,-2,-2,22,2,1,12,1,5,1,5,3,1,42,1
"895",302148,1,1,47,16,1,2,1,1,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"896",302150,1,1,37,12,2,1,2,3,4,3,5,-2,-2,25,2,1,12,1,5,1,5,3,1,42,0
"897",302154,1,1,51,13,2,3,1,3,5,2,6,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"898",302155,2,1,68,16,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"899",302161,2,1,37,10,1,2,1,2,5,2,7,1,2,29,1,1,12,1,5,1,5,1,1,2,1
"900",302164,2,2,53,6,1,3,1,1,7,1,1,1,1,24,1,1,12,1,2,1,7,1,1,42,1
"901",302166,2,1,32,13,2,3,1,2,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"902",302167,1,2,53,8,1,1,1,4,-8,3,3,0,-2,22,2,1,12,1,3,1,5,1,1,42,1
"903",302169,1,1,67,14,1,2,1,1,4,1,2,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"904",302171,2,-2,65,11,2,4,1,1,1,3,3,1,1,29,1,1,12,1,2,1,1,1,1,42,1
"905",302172,1,1,-9,14,2,1,1,2,6,3,5,1,2,35,1,1,13,1,5,1,7,1,1,42,1
"906",302174,1,1,83,13,1,1,1,1,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"907",302178,2,5,53,9,1,1,1,2,99,1,1,1,1,22,1,1,12,1,3,1,1,1,1,42,1
"908",302183,2,1,41,9,2,1,1,3,99,3,4,-2,-2,22,1,1,12,1,2,1,5,1,1,42,0
"909",302186,2,1,36,10,1,1,1,2,99,3,3,1,3,28,1,1,12,1,3,1,5,1,1,1,1
"910",302190,2,5,23,9,2,4,1,2,99,0,3,-2,-2,24,1,1,12,1,3,1,5,2,1,42,1
"911",302192,1,1,55,12,2,2,1,2,6,5,5,1,-8,28,1,1,12,1,5,1,7,2,1,42,1
"912",302193,2,2,54,10,1,4,1,3,4,1,1,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"913",302195,1,1,47,10,2,1,1,3,4,3,3,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"914",302196,1,1,80,14,1,2,1,1,4,1,1,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"915",302197,2,1,59,9,2,1,1,3,99,2,6,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"916",302198,1,5,23,12,1,3,1,3,2,1,2,1,4,25,1,1,12,1,3,1,2,1,1,42,1
"917",302206,1,5,63,13,1,1,1,1,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"918",302207,1,1,59,11,2,2,1,1,6,1,1,-2,-2,22,1,1,12,1,2,1,7,1,1,42,1
"919",302214,2,1,82,9,2,1,2,3,4,2,6,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"920",302216,1,1,49,13,1,1,1,2,5,3,5,1,2,30,1,1,13,1,5,1,7,1,1,2,1
"921",302217,2,1,25,9,2,-6,-6,-6,99,2,6,-2,-2,30,1,1,12,1,5,1,5,3,1,42,0
"922",302218,2,1,76,7,1,1,2,3,99,1,2,1,-9,22,2,1,12,1,3,1,5,1,1,42,1
"923",302219,2,1,33,14,2,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"924",302220,1,1,81,9,1,1,1,2,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"925",302223,1,2,62,9,1,1,2,2,5,3,4,1,2,24,2,1,12,1,5,1,7,1,1,42,1
"926",302231,2,1,77,9,1,2,1,3,99,3,4,1,2,29,1,1,12,1,5,1,5,2,1,42,1
"927",302233,1,1,64,10,1,1,1,1,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"928",302234,2,1,30,13,1,1,1,2,5,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"929",302236,2,1,62,11,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"930",302238,2,1,38,9,-8,2,2,4,5,1,2,-2,-2,22,2,1,12,1,3,1,6,3,1,42,0
"931",302239,2,1,45,13,1,1,1,2,4,3,5,1,3,30,1,1,12,1,5,1,5,1,1,2,1
"932",302240,2,4,76,8,2,1,1,2,4,1,1,-2,-2,22,1,1,12,2,1,1,5,1,1,42,1
"933",302244,2,1,31,10,1,1,1,2,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"934",302245,2,1,42,14,2,4,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,42,1
"935",302246,1,5,23,12,1,1,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"936",302253,1,5,21,10,1,4,1,2,4,5,3,0,-2,25,2,1,12,1,5,1,2,3,1,42,1
"937",302254,1,5,44,13,2,3,1,2,2,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"938",302261,2,5,51,12,2,2,1,1,5,2,6,1,2,29,1,1,12,1,5,1,7,3,1,42,1
"939",302262,2,1,59,13,2,2,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,2,1,1,1
"940",302264,2,1,81,10,1,1,1,2,4,0,4,1,2,29,1,1,12,1,3,1,5,1,1,42,1
"941",302265,1,3,77,14,2,1,1,2,4,2,7,1,-9,30,1,1,12,2,7,1,5,1,1,42,1
"942",302266,2,1,68,10,2,4,2,4,99,1,2,1,1,29,2,1,12,1,3,1,5,3,1,42,0
"943",302267,1,1,32,5,2,4,1,2,99,0,4,-2,-2,22,1,1,12,1,5,1,5,3,1,42,0
"944",302269,1,1,65,9,2,1,1,3,2,1,1,1,1,24,1,1,12,1,2,1,1,1,1,1,1
"945",302273,2,1,49,10,2,-6,-6,-6,6,0,4,-2,-2,29,1,1,12,1,3,1,2,3,1,42,0
"946",302275,1,1,85,9,2,1,2,2,99,3,5,1,2,28,2,1,12,1,5,1,7,1,1,42,1
"947",302283,1,5,56,9,1,1,1,4,6,2,6,1,-9,22,1,1,12,1,5,1,7,1,1,42,1
"948",302286,1,1,58,14,1,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"949",302290,2,1,50,9,2,1,1,2,99,1,1,1,2,29,1,1,12,1,3,1,7,1,1,1,1
"950",302291,1,1,37,12,1,4,1,3,2,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"951",302295,2,1,69,10,2,1,1,2,2,1,1,1,1,24,1,1,12,1,2,1,2,1,1,1,1
"952",302299,1,1,66,8,1,1,1,3,99,1,2,1,1,28,1,1,12,1,3,1,5,1,1,42,1
"953",302308,1,1,53,13,2,-6,-6,-6,5,2,6,-2,-2,30,1,1,12,1,5,1,5,3,1,42,0
"954",302312,2,1,46,13,1,1,1,1,5,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"955",302313,1,1,53,11,1,1,1,2,4,2,6,1,1,30,1,1,12,1,5,1,5,1,1,42,1
"956",302317,2,1,46,13,1,1,1,2,4,-8,4,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"957",302321,2,1,37,14,2,4,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"958",302325,1,5,18,7,1,1,1,1,99,3,3,-2,-2,22,1,1,12,1,2,1,1,1,1,42,1
"959",302328,2,2,67,12,1,1,1,3,99,1,1,1,1,29,1,1,12,1,2,1,5,1,1,42,1
"960",302331,2,1,28,13,2,2,1,1,3,1,2,1,5,30,1,1,12,1,3,1,2,2,1,42,0
"961",302333,2,1,65,9,2,1,1,2,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"962",302337,1,2,45,13,1,1,2,2,4,1,2,1,1,30,2,1,12,1,3,1,5,1,1,42,1
"963",302341,1,1,18,7,2,1,1,3,5,2,7,1,5,22,1,1,12,1,7,1,6,1,1,2,1
"964",302344,1,1,33,13,1,1,1,2,5,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"965",302345,1,5,24,10,2,2,1,2,5,2,6,1,1,29,1,1,12,1,5,1,2,2,1,42,1
"966",302347,1,1,29,10,1,1,1,1,7,5,5,1,2,35,1,1,13,1,5,1,7,1,1,2,1
"967",302358,1,1,49,16,2,4,1,2,2,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"968",302361,2,1,82,5,2,2,2,2,99,1,2,-2,-2,22,2,1,12,2,3,1,5,3,1,42,0
"969",302363,2,1,32,10,1,2,1,2,6,3,4,-2,-2,22,1,1,12,1,3,1,7,2,1,42,1
"970",302364,1,1,47,13,2,1,1,4,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"971",302365,2,1,53,11,1,1,2,2,99,3,5,1,2,29,2,1,12,1,5,1,5,1,1,42,1
"972",302369,2,1,19,10,2,1,1,4,99,3,4,-2,-2,22,2,2,9,1,2,1,2,1,1,42,0
"973",302372,2,2,47,11,1,1,2,3,99,1,1,1,1,29,2,1,12,1,2,1,2,1,1,42,1
"974",302374,2,1,71,11,1,4,1,1,1,1,1,1,1,30,1,1,12,1,2,1,1,1,1,1,1
"975",302375,1,6,57,9,1,2,2,4,99,0,4,-2,-2,22,2,1,12,1,5,1,5,3,1,42,1
"976",302378,1,1,64,9,1,4,1,2,6,-8,5,0,-2,22,2,1,12,1,5,1,6,3,1,42,1
"977",302380,2,3,59,12,2,4,1,1,3,3,3,1,1,24,1,1,12,1,3,1,5,2,1,42,1
"978",302382,-9,1,71,8,1,1,2,3,4,3,3,-2,-2,22,2,1,12,2,2,1,5,3,1,42,1
"979",302385,2,1,48,13,2,1,2,4,99,-8,-8,0,-2,22,2,2,12,1,7,1,5,3,1,42,0
"980",302388,2,5,47,6,2,4,2,4,-9,0,4,0,-2,22,2,2,12,1,5,1,5,3,1,42,0
"981",302389,2,-2,-9,13,2,4,1,2,1,1,1,-2,-2,30,1,1,12,1,2,1,1,1,1,42,1
"982",302390,1,1,61,9,2,-6,-6,-6,99,3,4,-2,-2,25,1,1,12,1,3,1,5,3,1,42,0
"983",302392,-9,1,61,9,2,1,1,3,4,1,2,-2,-2,22,1,1,12,1,3,1,5,3,1,42,0
"984",302393,2,6,58,10,1,1,1,2,2,3,3,1,-2,29,1,1,12,1,3,1,1,1,1,1,1
"985",302396,1,5,36,7,2,1,2,3,4,3,3,-2,-2,22,2,1,12,1,3,1,5,3,1,42,0
"986",302400,1,2,19,7,1,2,2,4,4,3,5,1,2,28,2,1,12,1,5,1,5,2,1,42,1
"987",302402,2,1,47,13,1,1,1,1,7,2,7,1,2,30,1,1,13,1,7,1,7,1,1,2,1
"988",302403,2,1,31,13,1,2,1,1,7,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"989",302404,2,2,72,10,1,4,2,2,99,1,1,1,1,29,2,1,12,1,2,1,5,3,1,42,1
"990",302405,2,1,54,11,1,1,2,4,4,1,2,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"991",302406,1,1,70,8,2,4,2,4,99,0,4,-2,-2,22,2,2,9,1,2,1,5,3,1,42,0
"992",302408,2,1,21,10,1,1,1,3,99,-8,-8,-2,-2,22,2,1,12,1,3,1,5,1,1,42,1
"993",302414,2,1,-9,10,1,2,1,2,-8,3,3,1,1,29,1,1,12,1,3,1,2,2,1,1,1
"994",302417,2,6,24,9,1,2,2,2,99,2,6,0,-2,22,2,1,12,1,5,1,5,3,1,42,1
"995",302420,2,1,90,13,2,2,2,2,4,2,7,1,2,29,2,1,12,1,7,1,5,3,1,42,1
"996",302421,2,1,38,12,1,2,2,3,6,2,6,1,2,29,2,1,12,1,5,1,7,3,1,42,1
"997",302424,2,1,47,12,2,-6,-6,-6,5,5,5,-2,-2,29,1,1,12,1,5,1,5,3,1,42,0
"998",302425,2,2,43,10,1,-6,-6,-6,99,3,-8,-2,-2,30,2,1,12,1,3,1,5,2,1,42,1
"999",302428,2,1,43,9,2,1,1,2,99,3,4,-2,-2,22,1,1,12,1,2,1,5,1,1,42,0
"1000",302430,1,1,20,9,2,4,1,1,3,3,3,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"1001",302434,1,1,24,13,2,2,1,2,3,3,3,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"1002",302435,2,1,80,13,1,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,2,1,1,1
"1003",302443,1,1,64,13,1,1,1,2,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"1004",302445,2,1,68,13,1,1,1,1,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"1005",302446,1,5,35,8,2,4,2,2,5,3,4,0,-2,22,2,1,12,1,5,3,2,3,1,42,0
"1006",302447,1,1,46,15,1,1,1,1,3,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"1007",302449,1,1,33,9,2,2,2,4,99,3,4,-2,-2,22,2,2,12,1,3,1,5,3,1,42,0
"1008",302450,1,1,73,12,1,1,1,1,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"1009",302452,1,1,70,11,2,1,1,1,6,3,5,1,1,30,1,1,12,1,5,1,7,1,1,2,1
"1010",302456,2,5,53,16,1,4,1,2,99,1,1,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"1011",302459,2,2,37,10,2,4,2,2,99,1,1,1,-9,29,2,1,12,1,2,1,5,3,1,42,0
"1012",302461,2,1,79,9,2,2,1,3,99,1,2,1,2,29,1,1,12,1,5,1,5,2,1,42,1
"1013",302462,2,1,42,11,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"1014",302463,1,1,60,9,2,1,2,3,4,3,5,1,2,28,2,1,12,1,5,1,5,1,1,42,1
"1015",302465,1,1,76,10,2,1,1,3,4,1,2,1,1,28,1,1,12,1,3,1,5,1,1,42,1
"1016",302467,1,5,70,9,1,1,1,2,99,1,1,1,1,28,1,1,12,1,2,1,1,1,1,42,1
"1017",302469,2,1,66,13,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,7,1,6,1,1,2,1
"1018",302470,2,1,72,13,1,2,1,2,5,3,5,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"1019",302471,2,1,50,12,1,1,1,4,99,2,6,1,-8,29,1,1,12,1,5,1,5,1,1,42,1
"1020",302476,2,5,34,10,2,5,1,2,99,3,5,1,-2,29,1,1,12,1,5,1,5,3,1,42,0
"1021",302477,2,1,46,6,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"1022",302480,1,1,68,10,1,2,2,2,6,2,7,1,2,28,2,1,12,1,5,1,7,2,1,2,1
"1023",302489,2,2,25,13,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"1024",302491,1,1,71,9,1,1,2,3,5,3,4,1,2,28,2,1,12,1,5,1,5,1,1,42,1
"1025",302492,2,1,37,10,1,1,1,2,4,1,2,1,1,29,1,1,12,1,3,1,2,1,1,1,1
"1026",302493,1,1,50,9,1,1,1,2,99,3,3,0,-2,22,2,1,12,1,3,1,5,1,1,42,1
"1027",302494,1,5,37,9,1,1,1,3,99,3,3,1,3,25,1,1,12,1,3,1,5,1,1,42,1
"1028",302496,2,4,41,9,1,4,1,2,3,1,2,1,1,24,1,1,12,1,3,1,2,1,1,42,1
"1029",302498,2,5,20,10,1,7,1,2,99,1,2,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"1030",302501,1,5,32,10,2,1,1,2,99,0,4,0,-2,25,2,1,12,1,3,1,5,3,1,42,0
"1031",302506,2,1,59,14,1,1,1,3,5,2,6,1,2,36,1,1,12,1,5,1,7,1,1,42,1
"1032",302509,1,1,23,13,2,7,1,1,1,3,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"1033",302513,1,1,62,13,2,1,1,1,4,3,5,1,2,35,1,1,12,1,5,1,5,1,1,2,1
"1034",302516,2,2,41,9,1,3,1,2,99,1,1,1,1,24,1,1,12,1,3,1,2,1,1,1,1
"1035",302522,2,1,74,14,2,4,1,1,1,5,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"1036",302526,2,5,-9,10,2,4,1,2,7,3,5,1,2,29,1,1,13,1,5,1,7,1,1,42,1
"1037",302527,1,1,40,14,1,1,1,2,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"1038",302529,2,1,-9,12,1,1,1,2,5,3,3,1,1,30,1,1,13,1,3,1,2,1,1,42,1
"1039",302531,2,1,30,15,1,1,1,2,7,2,7,1,2,30,1,1,13,1,7,1,7,1,1,2,1
"1040",302532,1,1,31,13,2,2,1,3,5,2,6,1,3,30,1,1,12,1,5,1,6,1,1,42,0
"1041",302535,1,1,34,13,2,1,1,1,4,3,5,1,-2,30,1,1,12,1,5,1,2,1,1,2,1
"1042",302539,1,5,58,9,1,1,1,2,4,2,6,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"1043",302540,2,1,68,14,2,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"1044",302542,1,1,32,10,1,3,1,2,5,2,6,1,2,28,1,1,13,1,5,1,7,1,1,42,1
"1045",302543,1,5,-9,8,1,4,1,2,99,3,4,0,-2,22,2,1,12,1,5,1,5,3,1,42,1
"1046",302545,2,1,78,3,1,1,2,1,5,1,1,1,1,22,2,1,12,1,1,1,1,1,1,1,1
"1047",302557,1,2,45,13,1,1,1,2,4,3,3,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"1048",302558,2,1,46,14,1,2,2,3,4,0,3,1,1,30,2,1,12,1,3,1,2,2,1,42,1
"1049",302559,2,2,44,11,1,4,1,2,4,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"1050",302562,1,1,25,13,1,1,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"1051",302564,2,1,34,12,2,4,1,2,1,3,3,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"1052",302566,1,1,67,95,2,1,1,1,1,2,7,1,-2,22,1,1,12,1,7,1,1,1,1,2,1
"1053",302568,2,5,59,2,1,-6,-6,-6,99,1,2,-2,-2,22,1,1,12,1,3,1,5,3,1,42,1
"1054",302569,1,6,28,14,2,4,1,1,1,3,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"1055",302574,2,2,55,9,1,2,1,1,99,-8,-8,1,-9,24,1,1,12,1,3,1,1,1,1,42,1
"1056",302576,1,1,33,13,2,1,2,2,3,2,6,0,-2,22,2,1,12,1,5,2,5,3,1,42,0
"1057",302579,1,5,44,9,1,2,1,2,5,2,6,-2,-2,22,1,1,12,1,5,1,6,2,1,42,1
"1058",302580,2,-2,-9,10,2,4,1,2,3,3,3,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"1059",302581,1,1,37,13,2,1,1,2,5,0,5,1,2,30,1,1,13,1,5,1,7,1,1,42,1
"1060",302583,1,1,68,11,1,1,1,1,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"1061",302584,2,1,74,6,1,1,2,1,99,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"1062",302585,2,5,36,10,1,1,1,2,3,1,1,1,1,29,1,1,12,1,3,1,2,1,1,1,1
"1063",302586,1,1,52,12,2,-6,-6,-6,4,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
